"Species code","Species name","Province","Year","Estimate","± 1 standard error"
"1480","Greater Scaup","Ontario","2006","3010","730"
"1480","Greater Scaup","Prince Edward Island","2006","287","126"
"1480","Greater Scaup","Quebec","2006","4002","1104"
"1480","Greater Scaup","British Columbia","2007","29","28"
"1480","Greater Scaup","Manitoba","2007","88","99"
"1480","Greater Scaup","New Brunswick","2007","165","115"
"1480","Greater Scaup","Newfoundland and Labrador","2007","619","501"
"1480","Greater Scaup","Nova Scotia","2007","91","102"
"1480","Greater Scaup","Ontario","2007","6764","1635"
"1480","Greater Scaup","Prince Edward Island","2007","101","103"
"1480","Greater Scaup","Quebec","2007","815","303"
"1480","Greater Scaup","Alberta","2008","140","149"
"1480","Greater Scaup","British Columbia","2008","35","43"
"1480","Greater Scaup","Manitoba","2008","343","214"
"1480","Greater Scaup","New Brunswick","2008","243","90"
"1480","Greater Scaup","Nova Scotia","2008","414","218"
"1480","Greater Scaup","Ontario","2008","5876","1374"
"1480","Greater Scaup","Prince Edward Island","2008","41","42"
"1480","Greater Scaup","Quebec","2008","1445","512"
"1480","Greater Scaup","Manitoba","2009","540","520"
"1480","Greater Scaup","New Brunswick","2009","155","56"
"1480","Greater Scaup","Nova Scotia","2009","223","199"
"1480","Greater Scaup","Ontario","2009","3244","791"
"1480","Greater Scaup","Quebec","2009","912","315"
"1480","Greater Scaup","Yukon Territory","2009","22","20"
"1480","Greater Scaup","Manitoba","2010","46","48"
"1480","Greater Scaup","New Brunswick","2010","2624","766"
"1480","Greater Scaup","Newfoundland and Labrador","2010","442","250"
"1480","Greater Scaup","Ontario","2010","2835","767"
"1480","Greater Scaup","Quebec","2010","939","339"
"1480","Greater Scaup","Ontario","2011","3617","799"
"1480","Greater Scaup","Quebec","2011","1915","587"
"1480","Greater Scaup","Alberta","2012","186","190"
"1480","Greater Scaup","New Brunswick","2012","197","147"
"1480","Greater Scaup","Newfoundland and Labrador","2012","224","219"
"1480","Greater Scaup","Ontario","2012","4022","1222"
"1480","Greater Scaup","Quebec","2012","1758","565"
"1480","Greater Scaup","Manitoba","2013","156","156"
"1480","Greater Scaup","New Brunswick","2013","692","513"
"1480","Greater Scaup","Newfoundland and Labrador","2013","1251","884"
"1480","Greater Scaup","Nova Scotia","2013","105","107"
"1480","Greater Scaup","Ontario","2013","4993","1201"
"1480","Greater Scaup","Prince Edward Island","2013","234","275"
"1480","Greater Scaup","Quebec","2013","2081","445"
"1480","Greater Scaup","Manitoba","2014","2551","1350"
"1480","Greater Scaup","New Brunswick","2014","1349","795"
"1480","Greater Scaup","Newfoundland and Labrador","2014","1151","671"
"1480","Greater Scaup","Nova Scotia","2014","48","50"
"1480","Greater Scaup","Ontario","2014","3484","1190"
"1480","Greater Scaup","Quebec","2014","386","182"
"1480","Greater Scaup","Manitoba","2015","414","239"
"1480","Greater Scaup","New Brunswick","2015","237","136"
"1480","Greater Scaup","Nova Scotia","2015","71","75"
"1480","Greater Scaup","Ontario","2015","5426","1367"
"1480","Greater Scaup","Quebec","2015","2015","720"
"1480","Greater Scaup","New Brunswick","2016","34","24"
"1480","Greater Scaup","Ontario","2016","6065","1259"
"1480","Greater Scaup","Quebec","2016","1518","434"
"1480","Greater Scaup","New Brunswick","2017","140","91"
"1480","Greater Scaup","Nova Scotia","2017","172","169"
"1480","Greater Scaup","Ontario","2017","3633","1114"
"1480","Greater Scaup","Quebec","2017","820","384"
"1480","Greater Scaup","Alberta","2018","1457","1287"
"1480","Greater Scaup","British Columbia","2018","72","66"
"1480","Greater Scaup","Manitoba","2018","2464","1047"
"1480","Greater Scaup","New Brunswick","2018","178","164"
"1480","Greater Scaup","Nova Scotia","2018","680","238"
"1480","Greater Scaup","Ontario","2018","5915","1321"
"1480","Greater Scaup","Quebec","2018","304","177"
"1480","Greater Scaup","Saskatchewan","2018","457","448"
"1490","Lesser Scaup","Alberta","1969","8226","1148"
"1490","Lesser Scaup","British Columbia","1969","1407","197"
"1490","Lesser Scaup","Manitoba","1969","41691","3385"
"1490","Lesser Scaup","New Brunswick","1969","117","40"
"1490","Lesser Scaup","Newfoundland and Labrador","1969","641","425"
"1490","Lesser Scaup","Ontario","1969","58940","6830"
"1490","Lesser Scaup","Quebec","1969","23000","2836"
"1490","Lesser Scaup","Saskatchewan","1969","7067","1334"
"1490","Lesser Scaup","Alberta","1970","9912","1820"
"1490","Lesser Scaup","British Columbia","1970","1748","264"
"1490","Lesser Scaup","Manitoba","1970","36991","3244"
"1490","Lesser Scaup","New Brunswick","1970","185","58"
"1490","Lesser Scaup","Newfoundland and Labrador","1970","381","265"
"1490","Lesser Scaup","Nova Scotia","1970","902","174"
"1490","Lesser Scaup","Ontario","1970","56796","6643"
"1490","Lesser Scaup","Prince Edward Island","1970","37","11"
"1490","Lesser Scaup","Quebec","1970","21171","2583"
"1490","Lesser Scaup","Saskatchewan","1970","8034","2018"
"1490","Lesser Scaup","Alberta","1971","11162","1830"
"1490","Lesser Scaup","British Columbia","1971","2084","335"
"1490","Lesser Scaup","Manitoba","1971","17260","1512"
"1490","Lesser Scaup","New Brunswick","1971","262","119"
"1490","Lesser Scaup","Newfoundland and Labrador","1971","838","622"
"1490","Lesser Scaup","Nova Scotia","1971","455","90"
"1490","Lesser Scaup","Ontario","1971","28675","3384"
"1490","Lesser Scaup","Quebec","1971","17294","2222"
"1490","Lesser Scaup","Saskatchewan","1971","6752","1188"
"1490","Lesser Scaup","Alberta","1972","15551","1565"
"1490","Lesser Scaup","British Columbia","1972","1305","151"
"1490","Lesser Scaup","Manitoba","1972","37085","3425"
"1490","Lesser Scaup","New Brunswick","1972","537","178"
"1490","Lesser Scaup","Newfoundland and Labrador","1972","416","66"
"1490","Lesser Scaup","Nova Scotia","1972","202","36"
"1490","Lesser Scaup","Ontario","1972","45454","4549"
"1490","Lesser Scaup","Quebec","1972","12378","1181"
"1490","Lesser Scaup","Saskatchewan","1972","11121","1287"
"1490","Lesser Scaup","Alberta","1973","14893","1826"
"1490","Lesser Scaup","British Columbia","1973","1626","219"
"1490","Lesser Scaup","Manitoba","1973","20322","1771"
"1490","Lesser Scaup","New Brunswick","1973","537","168"
"1490","Lesser Scaup","Newfoundland and Labrador","1973","641","469"
"1490","Lesser Scaup","Nova Scotia","1973","1044","209"
"1490","Lesser Scaup","Ontario","1973","43378","4247"
"1490","Lesser Scaup","Quebec","1973","24397","2239"
"1490","Lesser Scaup","Saskatchewan","1973","4218","746"
"1490","Lesser Scaup","Alberta","1974","13047","1485"
"1490","Lesser Scaup","British Columbia","1974","2894","432"
"1490","Lesser Scaup","Manitoba","1974","25810","2262"
"1490","Lesser Scaup","New Brunswick","1974","1411","478"
"1490","Lesser Scaup","Newfoundland and Labrador","1974","6371","1687"
"1490","Lesser Scaup","Nova Scotia","1974","1044","179"
"1490","Lesser Scaup","Ontario","1974","62691","6641"
"1490","Lesser Scaup","Prince Edward Island","1974","50","15"
"1490","Lesser Scaup","Quebec","1974","37721","3156"
"1490","Lesser Scaup","Saskatchewan","1974","13073","1577"
"1490","Lesser Scaup","Alberta","1975","18870","622"
"1490","Lesser Scaup","British Columbia","1975","2661","181"
"1490","Lesser Scaup","Manitoba","1975","21748","887"
"1490","Lesser Scaup","New Brunswick","1975","943","115"
"1490","Lesser Scaup","Newfoundland and Labrador","1975","6323","1054"
"1490","Lesser Scaup","Nova Scotia","1975","1450","147"
"1490","Lesser Scaup","Northwest Territories","1975","369","78"
"1490","Lesser Scaup","Ontario","1975","43739","1943"
"1490","Lesser Scaup","Prince Edward Island","1975","166","16"
"1490","Lesser Scaup","Quebec","1975","28681","2029"
"1490","Lesser Scaup","Saskatchewan","1975","10861","518"
"1490","Lesser Scaup","Yukon Territory","1975","661","125"
"1490","Lesser Scaup","Alberta","1976","14470","544"
"1490","Lesser Scaup","British Columbia","1976","2243","167"
"1490","Lesser Scaup","Manitoba","1976","27108","1505"
"1490","Lesser Scaup","New Brunswick","1976","740","49"
"1490","Lesser Scaup","Newfoundland and Labrador","1976","656","95"
"1490","Lesser Scaup","Nova Scotia","1976","749","55"
"1490","Lesser Scaup","Northwest Territories","1976","169","28"
"1490","Lesser Scaup","Ontario","1976","50152","2310"
"1490","Lesser Scaup","Prince Edward Island","1976","89","10"
"1490","Lesser Scaup","Quebec","1976","34714","1737"
"1490","Lesser Scaup","Saskatchewan","1976","16747","867"
"1490","Lesser Scaup","Yukon Territory","1976","386","45"
"1490","Lesser Scaup","Alberta","1977","8363","0"
"1490","Lesser Scaup","British Columbia","1977","3475","0"
"1490","Lesser Scaup","Manitoba","1977","10997","0"
"1490","Lesser Scaup","New Brunswick","1977","893","0"
"1490","Lesser Scaup","Newfoundland and Labrador","1977","1033","0"
"1490","Lesser Scaup","Nova Scotia","1977","794","0"
"1490","Lesser Scaup","Northwest Territories","1977","799","0"
"1490","Lesser Scaup","Ontario","1977","46499","0"
"1490","Lesser Scaup","Prince Edward Island","1977","61","0"
"1490","Lesser Scaup","Quebec","1977","31950","0"
"1490","Lesser Scaup","Saskatchewan","1977","7250","0"
"1490","Lesser Scaup","Yukon Territory","1977","237","0"
"1490","Lesser Scaup","Alberta","1978","13551","477"
"1490","Lesser Scaup","British Columbia","1978","3114","179"
"1490","Lesser Scaup","Manitoba","1978","14537","609"
"1490","Lesser Scaup","New Brunswick","1978","507","56"
"1490","Lesser Scaup","Newfoundland and Labrador","1978","1666","430"
"1490","Lesser Scaup","Northwest Territories","1978","215","60"
"1490","Lesser Scaup","Ontario","1978","26854","1149"
"1490","Lesser Scaup","Prince Edward Island","1978","43","5"
"1490","Lesser Scaup","Quebec","1978","23451","1077"
"1490","Lesser Scaup","Saskatchewan","1978","10400","439"
"1490","Lesser Scaup","Yukon Territory","1978","341","74"
"1490","Lesser Scaup","Alberta","1979","10827","440"
"1490","Lesser Scaup","British Columbia","1979","1799","120"
"1490","Lesser Scaup","Manitoba","1979","15433","705"
"1490","Lesser Scaup","New Brunswick","1979","404","25"
"1490","Lesser Scaup","Newfoundland and Labrador","1979","241","57"
"1490","Lesser Scaup","Nova Scotia","1979","176","18"
"1490","Lesser Scaup","Northwest Territories","1979","571","161"
"1490","Lesser Scaup","Ontario","1979","35107","1489"
"1490","Lesser Scaup","Quebec","1979","26706","1651"
"1490","Lesser Scaup","Saskatchewan","1979","7646","295"
"1490","Lesser Scaup","Alberta","1980","13112","503"
"1490","Lesser Scaup","British Columbia","1980","1906","158"
"1490","Lesser Scaup","Manitoba","1980","27541","1469"
"1490","Lesser Scaup","New Brunswick","1980","747","65"
"1490","Lesser Scaup","Newfoundland and Labrador","1980","2846","344"
"1490","Lesser Scaup","Nova Scotia","1980","663","60"
"1490","Lesser Scaup","Northwest Territories","1980","599","103"
"1490","Lesser Scaup","Ontario","1980","55807","2389"
"1490","Lesser Scaup","Prince Edward Island","1980","74","10"
"1490","Lesser Scaup","Quebec","1980","28850","1492"
"1490","Lesser Scaup","Saskatchewan","1980","4910","251"
"1490","Lesser Scaup","Alberta","1981","8980","458"
"1490","Lesser Scaup","British Columbia","1981","1224","112"
"1490","Lesser Scaup","Manitoba","1981","18805","884"
"1490","Lesser Scaup","New Brunswick","1981","735","44"
"1490","Lesser Scaup","Newfoundland and Labrador","1981","1607","264"
"1490","Lesser Scaup","Nova Scotia","1981","704","57"
"1490","Lesser Scaup","Northwest Territories","1981","507","192"
"1490","Lesser Scaup","Ontario","1981","58463","2992"
"1490","Lesser Scaup","Quebec","1981","31993","1813"
"1490","Lesser Scaup","Saskatchewan","1981","3225","187"
"1490","Lesser Scaup","Yukon Territory","1981","148","31"
"1490","Lesser Scaup","Alberta","1982","13226","690"
"1490","Lesser Scaup","British Columbia","1982","1721","285"
"1490","Lesser Scaup","Manitoba","1982","27395","1363"
"1490","Lesser Scaup","New Brunswick","1982","309","45"
"1490","Lesser Scaup","Newfoundland and Labrador","1982","126","43"
"1490","Lesser Scaup","Nova Scotia","1982","388","39"
"1490","Lesser Scaup","Ontario","1982","37287","1873"
"1490","Lesser Scaup","Quebec","1982","20981","1172"
"1490","Lesser Scaup","Saskatchewan","1982","6655","316"
"1490","Lesser Scaup","Alberta","1983","6551","316"
"1490","Lesser Scaup","British Columbia","1983","103","14"
"1490","Lesser Scaup","Manitoba","1983","22289","1325"
"1490","Lesser Scaup","New Brunswick","1983","576","127"
"1490","Lesser Scaup","Newfoundland and Labrador","1983","471","65"
"1490","Lesser Scaup","Nova Scotia","1983","551","56"
"1490","Lesser Scaup","Ontario","1983","42320","1523"
"1490","Lesser Scaup","Prince Edward Island","1983","104","18"
"1490","Lesser Scaup","Quebec","1983","19173","1071"
"1490","Lesser Scaup","Saskatchewan","1983","9122","749"
"1490","Lesser Scaup","Yukon Territory","1983","78","53"
"1490","Lesser Scaup","Alberta","1984","5435","1891"
"1490","Lesser Scaup","British Columbia","1984","975","241"
"1490","Lesser Scaup","Manitoba","1984","18336","3031"
"1490","Lesser Scaup","New Brunswick","1984","912","475"
"1490","Lesser Scaup","Newfoundland and Labrador","1984","1696","1430"
"1490","Lesser Scaup","Nova Scotia","1984","353","0"
"1490","Lesser Scaup","Northwest Territories","1984","98","38"
"1490","Lesser Scaup","Ontario","1984","53451","4747"
"1490","Lesser Scaup","Prince Edward Island","1984","31","0"
"1490","Lesser Scaup","Quebec","1984","17697","2630"
"1490","Lesser Scaup","Saskatchewan","1984","10861","2127"
"1490","Lesser Scaup","Yukon Territory","1984","74","0"
"1490","Lesser Scaup","Alberta","1985","6607","1952"
"1490","Lesser Scaup","British Columbia","1985","1230","305"
"1490","Lesser Scaup","Manitoba","1985","15336","3562"
"1490","Lesser Scaup","New Brunswick","1985","955","497"
"1490","Lesser Scaup","Newfoundland and Labrador","1985","878","349"
"1490","Lesser Scaup","Nova Scotia","1985","366","0"
"1490","Lesser Scaup","Northwest Territories","1985","831","1779"
"1490","Lesser Scaup","Ontario","1985","61449","7504"
"1490","Lesser Scaup","Quebec","1985","25798","3620"
"1490","Lesser Scaup","Saskatchewan","1985","2489","311"
"1490","Lesser Scaup","Alberta","1986","5974","1610"
"1490","Lesser Scaup","British Columbia","1986","1191","813"
"1490","Lesser Scaup","Manitoba","1986","14674","4036"
"1490","Lesser Scaup","New Brunswick","1986","1647","846"
"1490","Lesser Scaup","Newfoundland and Labrador","1986","1837","1561"
"1490","Lesser Scaup","Nova Scotia","1986","431","175"
"1490","Lesser Scaup","Northwest Territories","1986","170","125"
"1490","Lesser Scaup","Ontario","1986","47547","17426"
"1490","Lesser Scaup","Quebec","1986","23080","11423"
"1490","Lesser Scaup","Saskatchewan","1986","5382","2220"
"1490","Lesser Scaup","Alberta","1987","5458","1676"
"1490","Lesser Scaup","British Columbia","1987","1140","520"
"1490","Lesser Scaup","Manitoba","1987","10401","2611"
"1490","Lesser Scaup","New Brunswick","1987","541","334"
"1490","Lesser Scaup","Newfoundland and Labrador","1987","340","224"
"1490","Lesser Scaup","Nova Scotia","1987","615","747"
"1490","Lesser Scaup","Ontario","1987","34512","5774"
"1490","Lesser Scaup","Prince Edward Island","1987","290","305"
"1490","Lesser Scaup","Quebec","1987","11982","2518"
"1490","Lesser Scaup","Saskatchewan","1987","7129","3156"
"1490","Lesser Scaup","Yukon Territory","1987","12","59"
"1490","Lesser Scaup","Alberta","1988","3343","2741"
"1490","Lesser Scaup","British Columbia","1988","495","188"
"1490","Lesser Scaup","Manitoba","1988","6897","1399"
"1490","Lesser Scaup","New Brunswick","1988","522","204"
"1490","Lesser Scaup","Nova Scotia","1988","945","330"
"1490","Lesser Scaup","Northwest Territories","1988","424","87"
"1490","Lesser Scaup","Ontario","1988","32839","6685"
"1490","Lesser Scaup","Prince Edward Island","1988","89","78"
"1490","Lesser Scaup","Quebec","1988","22481","6884"
"1490","Lesser Scaup","Saskatchewan","1988","4999","2881"
"1490","Lesser Scaup","Alberta","1989","3078","765"
"1490","Lesser Scaup","British Columbia","1989","613","226"
"1490","Lesser Scaup","Manitoba","1989","7298","2539"
"1490","Lesser Scaup","New Brunswick","1989","1138","676"
"1490","Lesser Scaup","Newfoundland and Labrador","1989","2023","1750"
"1490","Lesser Scaup","Nova Scotia","1989","1231","1216"
"1490","Lesser Scaup","Northwest Territories","1989","181","0"
"1490","Lesser Scaup","Ontario","1989","42288","6874"
"1490","Lesser Scaup","Prince Edward Island","1989","51","60"
"1490","Lesser Scaup","Quebec","1989","26641","18692"
"1490","Lesser Scaup","Saskatchewan","1989","1335","461"
"1490","Lesser Scaup","Alberta","1990","3880","2746"
"1490","Lesser Scaup","British Columbia","1990","775","379"
"1490","Lesser Scaup","Manitoba","1990","6573","1084"
"1490","Lesser Scaup","New Brunswick","1990","1701","577"
"1490","Lesser Scaup","Newfoundland and Labrador","1990","1717","787"
"1490","Lesser Scaup","Nova Scotia","1990","1065","461"
"1490","Lesser Scaup","Northwest Territories","1990","191","118"
"1490","Lesser Scaup","Ontario","1990","25951","5506"
"1490","Lesser Scaup","Prince Edward Island","1990","37","42"
"1490","Lesser Scaup","Quebec","1990","23846","8917"
"1490","Lesser Scaup","Saskatchewan","1990","2535","4589"
"1490","Lesser Scaup","Alberta","1991","2464","838"
"1490","Lesser Scaup","British Columbia","1991","428","148"
"1490","Lesser Scaup","Manitoba","1991","9226","5132"
"1490","Lesser Scaup","New Brunswick","1991","455","211"
"1490","Lesser Scaup","Newfoundland and Labrador","1991","272","265"
"1490","Lesser Scaup","Nova Scotia","1991","481","185"
"1490","Lesser Scaup","Northwest Territories","1991","37","35"
"1490","Lesser Scaup","Ontario","1991","31204","3678"
"1490","Lesser Scaup","Quebec","1991","18402","6304"
"1490","Lesser Scaup","Saskatchewan","1991","3864","1971"
"1490","Lesser Scaup","Alberta","1992","2320","862"
"1490","Lesser Scaup","British Columbia","1992","650","143"
"1490","Lesser Scaup","Manitoba","1992","8227","2311"
"1490","Lesser Scaup","New Brunswick","1992","116","61"
"1490","Lesser Scaup","Newfoundland and Labrador","1992","1004","559"
"1490","Lesser Scaup","Nova Scotia","1992","171","106"
"1490","Lesser Scaup","Northwest Territories","1992","33","31"
"1490","Lesser Scaup","Ontario","1992","24587","2634"
"1490","Lesser Scaup","Quebec","1992","15249","1965"
"1490","Lesser Scaup","Saskatchewan","1992","778","404"
"1490","Lesser Scaup","Alberta","1993","1628","513"
"1490","Lesser Scaup","British Columbia","1993","452","142"
"1490","Lesser Scaup","Manitoba","1993","6228","1322"
"1490","Lesser Scaup","New Brunswick","1993","690","390"
"1490","Lesser Scaup","Newfoundland and Labrador","1993","2231","1409"
"1490","Lesser Scaup","Nova Scotia","1993","401","414"
"1490","Lesser Scaup","Northwest Territories","1993","35","37"
"1490","Lesser Scaup","Ontario","1993","35173","4094"
"1490","Lesser Scaup","Quebec","1993","20912","2759"
"1490","Lesser Scaup","Saskatchewan","1993","2196","1229"
"1490","Lesser Scaup","Yukon Territory","1993","40","38"
"1490","Lesser Scaup","Alberta","1994","3247","961"
"1490","Lesser Scaup","British Columbia","1994","378","140"
"1490","Lesser Scaup","Manitoba","1994","12344","2242"
"1490","Lesser Scaup","New Brunswick","1994","244","120"
"1490","Lesser Scaup","Newfoundland and Labrador","1994","510","0"
"1490","Lesser Scaup","Nova Scotia","1994","445","97"
"1490","Lesser Scaup","Ontario","1994","27137","2647"
"1490","Lesser Scaup","Prince Edward Island","1994","99","0"
"1490","Lesser Scaup","Quebec","1994","11479","1694"
"1490","Lesser Scaup","Saskatchewan","1994","2742","886"
"1490","Lesser Scaup","Yukon Territory","1994","52","61"
"1490","Lesser Scaup","Alberta","1995","2926","944"
"1490","Lesser Scaup","British Columbia","1995","242","77"
"1490","Lesser Scaup","Manitoba","1995","14185","3124"
"1490","Lesser Scaup","New Brunswick","1995","730","340"
"1490","Lesser Scaup","Nova Scotia","1995","334","214"
"1490","Lesser Scaup","Ontario","1995","27465","4027"
"1490","Lesser Scaup","Quebec","1995","8705","1521"
"1490","Lesser Scaup","Saskatchewan","1995","2263","2145"
"1490","Lesser Scaup","Alberta","1996","2800","822"
"1490","Lesser Scaup","British Columbia","1996","1162","576"
"1490","Lesser Scaup","Manitoba","1996","9258","2248"
"1490","Lesser Scaup","New Brunswick","1996","156","81"
"1490","Lesser Scaup","Newfoundland and Labrador","1996","178","157"
"1490","Lesser Scaup","Nova Scotia","1996","331","315"
"1490","Lesser Scaup","Northwest Territories","1996","331","62"
"1490","Lesser Scaup","Ontario","1996","17344","1823"
"1490","Lesser Scaup","Quebec","1996","7460","1023"
"1490","Lesser Scaup","Saskatchewan","1996","2415","981"
"1490","Lesser Scaup","Alberta","1997","4862","1342"
"1490","Lesser Scaup","British Columbia","1997","1302","931"
"1490","Lesser Scaup","Manitoba","1997","5185","2023"
"1490","Lesser Scaup","New Brunswick","1997","782","264"
"1490","Lesser Scaup","Newfoundland and Labrador","1997","232","219"
"1490","Lesser Scaup","Nova Scotia","1997","512","500"
"1490","Lesser Scaup","Northwest Territories","1997","431","253"
"1490","Lesser Scaup","Ontario","1997","19843","2498"
"1490","Lesser Scaup","Quebec","1997","6529","998"
"1490","Lesser Scaup","Saskatchewan","1997","4262","1810"
"1490","Lesser Scaup","Alberta","1998","2695","1201"
"1490","Lesser Scaup","British Columbia","1998","311","230"
"1490","Lesser Scaup","Manitoba","1998","5400","1567"
"1490","Lesser Scaup","New Brunswick","1998","1300","334"
"1490","Lesser Scaup","Newfoundland and Labrador","1998","1455","679"
"1490","Lesser Scaup","Nova Scotia","1998","223","227"
"1490","Lesser Scaup","Ontario","1998","16069","1921"
"1490","Lesser Scaup","Quebec","1998","11513","1252"
"1490","Lesser Scaup","Saskatchewan","1998","6287","2964"
"1490","Lesser Scaup","Alberta","1999","939","307"
"1490","Lesser Scaup","British Columbia","1999","181","112"
"1490","Lesser Scaup","Manitoba","1999","10233","3584"
"1490","Lesser Scaup","New Brunswick","1999","110","109"
"1490","Lesser Scaup","Newfoundland and Labrador","1999","470","143"
"1490","Lesser Scaup","Nova Scotia","1999","131","91"
"1490","Lesser Scaup","Ontario","1999","19599","2188"
"1490","Lesser Scaup","Quebec","1999","8339","1203"
"1490","Lesser Scaup","Saskatchewan","1999","2143","2347"
"1490","Lesser Scaup","Alberta","2000","1768","340"
"1490","Lesser Scaup","British Columbia","2000","178","67"
"1490","Lesser Scaup","Manitoba","2000","9521","1660"
"1490","Lesser Scaup","New Brunswick","2000","49","62"
"1490","Lesser Scaup","Newfoundland and Labrador","2000","26","28"
"1490","Lesser Scaup","Northwest Territories","2000","74","43"
"1490","Lesser Scaup","Ontario","2000","9781","1725"
"1490","Lesser Scaup","Quebec","2000","5071","821"
"1490","Lesser Scaup","Saskatchewan","2000","1284","105"
"1490","Lesser Scaup","Yukon Territory","2000","130","99"
"1490","Lesser Scaup","Alberta","2001","861","347"
"1490","Lesser Scaup","British Columbia","2001","121","68"
"1490","Lesser Scaup","Manitoba","2001","8118","1447"
"1490","Lesser Scaup","New Brunswick","2001","138","179"
"1490","Lesser Scaup","Newfoundland and Labrador","2001","415","343"
"1490","Lesser Scaup","Nova Scotia","2001","60","0"
"1490","Lesser Scaup","Northwest Territories","2001","129","83"
"1490","Lesser Scaup","Ontario","2001","13532","2638"
"1490","Lesser Scaup","Quebec","2001","5084","1006"
"1490","Lesser Scaup","Saskatchewan","2001","1777","815"
"1490","Lesser Scaup","Yukon Territory","2001","8","12"
"1490","Lesser Scaup","Alberta","2002","1791","587"
"1490","Lesser Scaup","British Columbia","2002","384","147"
"1490","Lesser Scaup","Manitoba","2002","6008","1381"
"1490","Lesser Scaup","New Brunswick","2002","845","166"
"1490","Lesser Scaup","Newfoundland and Labrador","2002","1437","558"
"1490","Lesser Scaup","Nova Scotia","2002","412","198"
"1490","Lesser Scaup","Ontario","2002","14260","1600"
"1490","Lesser Scaup","Prince Edward Island","2002","549","288"
"1490","Lesser Scaup","Quebec","2002","5576","839"
"1490","Lesser Scaup","Saskatchewan","2002","1525","947"
"1490","Lesser Scaup","Yukon Territory","2002","174","162"
"1490","Lesser Scaup","Alberta","2003","2313","1214"
"1490","Lesser Scaup","British Columbia","2003","176","332"
"1490","Lesser Scaup","Manitoba","2003","2377","1414"
"1490","Lesser Scaup","New Brunswick","2003","265","266"
"1490","Lesser Scaup","Newfoundland and Labrador","2003","683","386"
"1490","Lesser Scaup","Nova Scotia","2003","434","173"
"1490","Lesser Scaup","Northwest Territories","2003","117","35"
"1490","Lesser Scaup","Ontario","2003","11997","1855"
"1490","Lesser Scaup","Prince Edward Island","2003","183","74"
"1490","Lesser Scaup","Quebec","2003","8604","1509"
"1490","Lesser Scaup","Saskatchewan","2003","3980","2615"
"1490","Lesser Scaup","Alberta","2004","1593","527"
"1490","Lesser Scaup","British Columbia","2004","293","104"
"1490","Lesser Scaup","Manitoba","2004","7362","2046"
"1490","Lesser Scaup","New Brunswick","2004","188","101"
"1490","Lesser Scaup","Newfoundland and Labrador","2004","816","424"
"1490","Lesser Scaup","Nova Scotia","2004","28","0"
"1490","Lesser Scaup","Ontario","2004","9859","1579"
"1490","Lesser Scaup","Quebec","2004","3619","539"
"1490","Lesser Scaup","Saskatchewan","2004","922","575"
"1490","Lesser Scaup","Alberta","2005","1777","757"
"1490","Lesser Scaup","British Columbia","2005","120","102"
"1490","Lesser Scaup","Manitoba","2005","4683","1916"
"1490","Lesser Scaup","New Brunswick","2005","266","202"
"1490","Lesser Scaup","Newfoundland and Labrador","2005","381","434"
"1490","Lesser Scaup","Nova Scotia","2005","189","155"
"1490","Lesser Scaup","Ontario","2005","10088","1678"
"1490","Lesser Scaup","Prince Edward Island","2005","304","0"
"1490","Lesser Scaup","Quebec","2005","3459","763"
"1490","Lesser Scaup","Saskatchewan","2005","2520","1020"
"1490","Lesser Scaup","Alberta","2006","2058","923"
"1490","Lesser Scaup","British Columbia","2006","46","29"
"1490","Lesser Scaup","Manitoba","2006","4459","1507"
"1490","Lesser Scaup","New Brunswick","2006","436","172"
"1490","Lesser Scaup","Newfoundland and Labrador","2006","250","150"
"1490","Lesser Scaup","Nova Scotia","2006","172","92"
"1490","Lesser Scaup","Northwest Territories","2006","97","105"
"1490","Lesser Scaup","Ontario","2006","16425","2045"
"1490","Lesser Scaup","Quebec","2006","7219","1304"
"1490","Lesser Scaup","Saskatchewan","2006","865","485"
"1490","Lesser Scaup","Alberta","2007","5852","1994"
"1490","Lesser Scaup","Manitoba","2007","10291","2750"
"1490","Lesser Scaup","New Brunswick","2007","209","129"
"1490","Lesser Scaup","Newfoundland and Labrador","2007","146","119"
"1490","Lesser Scaup","Nova Scotia","2007","341","246"
"1490","Lesser Scaup","Northwest Territories","2007","224","0"
"1490","Lesser Scaup","Ontario","2007","10813","1691"
"1490","Lesser Scaup","Prince Edward Island","2007","47","48"
"1490","Lesser Scaup","Quebec","2007","1953","489"
"1490","Lesser Scaup","Saskatchewan","2007","907","931"
"1490","Lesser Scaup","Alberta","2008","7259","3878"
"1490","Lesser Scaup","British Columbia","2008","281","122"
"1490","Lesser Scaup","Manitoba","2008","12087","2770"
"1490","Lesser Scaup","New Brunswick","2008","118","73"
"1490","Lesser Scaup","Newfoundland and Labrador","2008","215","189"
"1490","Lesser Scaup","Nova Scotia","2008","90","0"
"1490","Lesser Scaup","Ontario","2008","14647","2390"
"1490","Lesser Scaup","Prince Edward Island","2008","33","30"
"1490","Lesser Scaup","Quebec","2008","3374","817"
"1490","Lesser Scaup","Alberta","2009","7700","4971"
"1490","Lesser Scaup","British Columbia","2009","202","113"
"1490","Lesser Scaup","Manitoba","2009","8238","4041"
"1490","Lesser Scaup","New Brunswick","2009","343","113"
"1490","Lesser Scaup","Nova Scotia","2009","247","167"
"1490","Lesser Scaup","Ontario","2009","7063","1323"
"1490","Lesser Scaup","Prince Edward Island","2009","48","50"
"1490","Lesser Scaup","Quebec","2009","2710","681"
