"Species code","Species name","Province","Zone","Year","Annual age ratio"
"1290","Common Merganser","Newfoundland and Labrador","1","2011",""
"1290","Common Merganser","Nova Scotia","1","2011",""
"1290","Common Merganser","Nova Scotia","2","2011",""
"1290","Common Merganser","Ontario","1","2011",""
"1290","Common Merganser","Ontario","2","2011",""
"1290","Common Merganser","Ontario","3","2011",""
"1290","Common Merganser","Prince Edward Island","1","2011",""
"1290","Common Merganser","Quebec","1","2011",""
"1290","Common Merganser","Quebec","2","2011",""
"1290","Common Merganser","British Columbia","2","2012",""
"1290","Common Merganser","New Brunswick","1","2012",""
"1290","Common Merganser","New Brunswick","2","2012",""
"1290","Common Merganser","Newfoundland and Labrador","1","2012",""
"1290","Common Merganser","Nova Scotia","1","2012",""
"1290","Common Merganser","Ontario","2","2012",""
"1290","Common Merganser","Ontario","3","2012",""
"1290","Common Merganser","Prince Edward Island","1","2012",""
"1290","Common Merganser","Quebec","1","2012","0.57"
"1290","Common Merganser","Quebec","2","2012",""
"1290","Common Merganser","British Columbia","1","2013",""
"1290","Common Merganser","New Brunswick","1","2013",""
"1290","Common Merganser","Newfoundland and Labrador","1","2013",""
"1290","Common Merganser","Newfoundland and Labrador","2","2013",""
"1290","Common Merganser","Nova Scotia","1","2013",""
"1290","Common Merganser","Nova Scotia","2","2013",""
"1290","Common Merganser","Ontario","1","2013",""
"1290","Common Merganser","Ontario","2","2013",""
"1290","Common Merganser","Ontario","3","2013",""
"1290","Common Merganser","Prince Edward Island","1","2013",""
"1290","Common Merganser","Quebec","1","2013",""
"1290","Common Merganser","Quebec","2","2013",""
"1290","Common Merganser","British Columbia","1","2014",""
"1290","Common Merganser","Newfoundland and Labrador","1","2014",""
"1290","Common Merganser","Newfoundland and Labrador","2","2014",""
"1290","Common Merganser","Nova Scotia","2","2014",""
"1290","Common Merganser","Ontario","1","2014",""
"1290","Common Merganser","Ontario","2","2014","0.38"
"1290","Common Merganser","Quebec","1","2014",""
"1290","Common Merganser","Quebec","2","2014",""
"1290","Common Merganser","British Columbia","1","2015",""
"1290","Common Merganser","Manitoba","1","2015",""
"1290","Common Merganser","New Brunswick","2","2015",""
"1290","Common Merganser","Newfoundland and Labrador","1","2015",""
"1290","Common Merganser","Newfoundland and Labrador","2","2015",""
"1290","Common Merganser","Nova Scotia","2","2015",""
"1290","Common Merganser","Ontario","1","2015",""
"1290","Common Merganser","Ontario","2","2015",""
"1290","Common Merganser","Ontario","3","2015",""
"1290","Common Merganser","Quebec","1","2015",""
"1290","Common Merganser","Quebec","2","2015",""
"1290","Common Merganser","British Columbia","2","2016",""
"1290","Common Merganser","Newfoundland and Labrador","1","2016",""
"1290","Common Merganser","Newfoundland and Labrador","2","2016",""
"1290","Common Merganser","Nova Scotia","1","2016",""
"1290","Common Merganser","Ontario","1","2016",""
"1290","Common Merganser","Ontario","2","2016",""
"1290","Common Merganser","Quebec","1","2016",""
"1290","Common Merganser","Quebec","2","2016",""
"1290","Common Merganser","New Brunswick","1","2017",""
"1290","Common Merganser","Newfoundland and Labrador","1","2017",""
"1290","Common Merganser","Nova Scotia","1","2017",""
"1290","Common Merganser","Ontario","1","2017",""
"1290","Common Merganser","Ontario","2","2017",""
"1290","Common Merganser","Ontario","3","2017",""
"1290","Common Merganser","Quebec","1","2017",""
"1290","Common Merganser","Quebec","2","2017",""
"1290","Common Merganser","New Brunswick","1","2018",""
"1290","Common Merganser","Newfoundland and Labrador","1","2018",""
"1290","Common Merganser","Nova Scotia","1","2018",""
"1290","Common Merganser","Nova Scotia","2","2018",""
"1290","Common Merganser","Ontario","1","2018",""
"1290","Common Merganser","Ontario","2","2018",""
"1290","Common Merganser","Ontario","3","2018",""
"1290","Common Merganser","Quebec","1","2018",""
"1290","Common Merganser","Quebec","2","2018",""
"1300","Red-breasted Merganser","New Brunswick","1","1969",""
"1300","Red-breasted Merganser","New Brunswick","2","1969",""
"1300","Red-breasted Merganser","Newfoundland and Labrador","1","1969",""
"1300","Red-breasted Merganser","Newfoundland and Labrador","2","1969",""
"1300","Red-breasted Merganser","Nova Scotia","1","1969",""
"1300","Red-breasted Merganser","Nova Scotia","2","1969",""
"1300","Red-breasted Merganser","Ontario","1","1969",""
"1300","Red-breasted Merganser","Ontario","2","1969",""
"1300","Red-breasted Merganser","Ontario","3","1969",""
"1300","Red-breasted Merganser","Prince Edward Island","1","1969",""
"1300","Red-breasted Merganser","Quebec","1","1969",""
"1300","Red-breasted Merganser","Quebec","2","1969",""
"1300","Red-breasted Merganser","Alberta","1","1970",""
"1300","Red-breasted Merganser","Manitoba","1","1970",""
"1300","Red-breasted Merganser","New Brunswick","1","1970",""
"1300","Red-breasted Merganser","New Brunswick","2","1970",""
"1300","Red-breasted Merganser","Newfoundland and Labrador","1","1970",""
"1300","Red-breasted Merganser","Newfoundland and Labrador","2","1970",""
"1300","Red-breasted Merganser","Nova Scotia","1","1970","1.63"
"1300","Red-breasted Merganser","Nova Scotia","2","1970",""
"1300","Red-breasted Merganser","Ontario","1","1970",""
"1300","Red-breasted Merganser","Ontario","2","1970",""
"1300","Red-breasted Merganser","Ontario","3","1970",""
"1300","Red-breasted Merganser","Prince Edward Island","1","1970",""
"1300","Red-breasted Merganser","Quebec","1","1970",""
"1300","Red-breasted Merganser","Quebec","2","1970",""
"1300","Red-breasted Merganser","British Columbia","2","1971",""
"1300","Red-breasted Merganser","New Brunswick","1","1971",""
"1300","Red-breasted Merganser","New Brunswick","2","1971",""
"1300","Red-breasted Merganser","Newfoundland and Labrador","2","1971",""
"1300","Red-breasted Merganser","Nova Scotia","1","1971","0.92"
"1300","Red-breasted Merganser","Nova Scotia","2","1971",""
"1300","Red-breasted Merganser","Ontario","1","1971",""
"1300","Red-breasted Merganser","Ontario","2","1971",""
"1300","Red-breasted Merganser","Ontario","3","1971",""
"1300","Red-breasted Merganser","Prince Edward Island","1","1971",""
"1300","Red-breasted Merganser","Quebec","1","1971","4.2"
"1300","Red-breasted Merganser","Quebec","2","1971",""
"1300","Red-breasted Merganser","Alberta","1","1972",""
"1300","Red-breasted Merganser","Alberta","2","1972",""
"1300","Red-breasted Merganser","British Columbia","1","1972",""
"1300","Red-breasted Merganser","British Columbia","2","1972",""
"1300","Red-breasted Merganser","Manitoba","1","1972",""
"1300","Red-breasted Merganser","Manitoba","2","1972",""
"1300","Red-breasted Merganser","New Brunswick","1","1972",""
"1300","Red-breasted Merganser","New Brunswick","2","1972",""
"1300","Red-breasted Merganser","Newfoundland and Labrador","1","1972","1.55"
"1300","Red-breasted Merganser","Newfoundland and Labrador","2","1972",""
"1300","Red-breasted Merganser","Nova Scotia","1","1972","0.6"
"1300","Red-breasted Merganser","Nova Scotia","2","1972",""
"1300","Red-breasted Merganser","Ontario","1","1972","2.15"
"1300","Red-breasted Merganser","Ontario","2","1972",""
"1300","Red-breasted Merganser","Prince Edward Island","1","1972",""
"1300","Red-breasted Merganser","Quebec","1","1972",""
"1300","Red-breasted Merganser","Quebec","2","1972",""
"1300","Red-breasted Merganser","Alberta","2","1973",""
"1300","Red-breasted Merganser","British Columbia","2","1973",""
"1300","Red-breasted Merganser","New Brunswick","1","1973",""
"1300","Red-breasted Merganser","New Brunswick","2","1973",""
"1300","Red-breasted Merganser","Newfoundland and Labrador","1","1973",""
"1300","Red-breasted Merganser","Newfoundland and Labrador","2","1973",""
"1300","Red-breasted Merganser","Nova Scotia","1","1973",""
"1300","Red-breasted Merganser","Nova Scotia","2","1973",""
"1300","Red-breasted Merganser","Ontario","1","1973",""
"1300","Red-breasted Merganser","Ontario","2","1973",""
"1300","Red-breasted Merganser","Ontario","3","1973",""
"1300","Red-breasted Merganser","Prince Edward Island","1","1973",""
"1300","Red-breasted Merganser","Quebec","1","1973",""
"1300","Red-breasted Merganser","Quebec","2","1973",""
"1300","Red-breasted Merganser","New Brunswick","1","1974",""
"1300","Red-breasted Merganser","New Brunswick","2","1974",""
"1300","Red-breasted Merganser","Newfoundland and Labrador","1","1974",""
"1300","Red-breasted Merganser","Newfoundland and Labrador","2","1974",""
"1300","Red-breasted Merganser","Nova Scotia","1","1974",""
"1300","Red-breasted Merganser","Nova Scotia","2","1974",""
"1300","Red-breasted Merganser","Ontario","1","1974",""
"1300","Red-breasted Merganser","Ontario","2","1974",""
"1300","Red-breasted Merganser","Ontario","3","1974",""
"1300","Red-breasted Merganser","Prince Edward Island","1","1974",""
"1300","Red-breasted Merganser","Quebec","1","1974",""
"1300","Red-breasted Merganser","Quebec","2","1974",""
"1300","Red-breasted Merganser","British Columbia","1","1975",""
"1300","Red-breasted Merganser","New Brunswick","1","1975",""
"1300","Red-breasted Merganser","New Brunswick","2","1975",""
"1300","Red-breasted Merganser","Newfoundland and Labrador","1","1975",""
"1300","Red-breasted Merganser","Newfoundland and Labrador","2","1975",""
"1300","Red-breasted Merganser","Nova Scotia","1","1975",""
"1300","Red-breasted Merganser","Nova Scotia","2","1975",""
"1300","Red-breasted Merganser","Ontario","1","1975",""
"1300","Red-breasted Merganser","Ontario","2","1975",""
"1300","Red-breasted Merganser","Prince Edward Island","1","1975",""
"1300","Red-breasted Merganser","Quebec","1","1975",""
"1300","Red-breasted Merganser","Quebec","2","1975",""
"1300","Red-breasted Merganser","New Brunswick","1","1976",""
"1300","Red-breasted Merganser","New Brunswick","2","1976",""
"1300","Red-breasted Merganser","Newfoundland and Labrador","1","1976",""
"1300","Red-breasted Merganser","Newfoundland and Labrador","2","1976",""
"1300","Red-breasted Merganser","Nova Scotia","1","1976",""
"1300","Red-breasted Merganser","Nova Scotia","2","1976",""
"1300","Red-breasted Merganser","Ontario","1","1976",""
"1300","Red-breasted Merganser","Ontario","2","1976",""
"1300","Red-breasted Merganser","Ontario","3","1976",""
"1300","Red-breasted Merganser","Prince Edward Island","1","1976","3.33"
"1300","Red-breasted Merganser","Quebec","1","1976",""
"1300","Red-breasted Merganser","Quebec","2","1976",""
"1300","Red-breasted Merganser","Yukon Territory","1","1976",""
"1300","Red-breasted Merganser","British Columbia","1","1977",""
"1300","Red-breasted Merganser","New Brunswick","2","1977",""
"1300","Red-breasted Merganser","Newfoundland and Labrador","1","1977",""
"1300","Red-breasted Merganser","Newfoundland and Labrador","2","1977",""
"1300","Red-breasted Merganser","Nova Scotia","1","1977","1.78"
"1300","Red-breasted Merganser","Nova Scotia","2","1977",""
"1300","Red-breasted Merganser","Northwest Territories","1","1977",""
"1300","Red-breasted Merganser","Ontario","1","1977",""
"1300","Red-breasted Merganser","Ontario","2","1977",""
"1300","Red-breasted Merganser","Ontario","3","1977",""
"1300","Red-breasted Merganser","Prince Edward Island","1","1977",""
"1300","Red-breasted Merganser","Quebec","1","1977",""
"1300","Red-breasted Merganser","Quebec","2","1977",""
"1300","Red-breasted Merganser","New Brunswick","1","1978",""
"1300","Red-breasted Merganser","Newfoundland and Labrador","1","1978",""
"1300","Red-breasted Merganser","Nova Scotia","1","1978",""
"1300","Red-breasted Merganser","Nova Scotia","2","1978",""
"1300","Red-breasted Merganser","Ontario","2","1978",""
"1300","Red-breasted Merganser","Ontario","3","1978",""
"1300","Red-breasted Merganser","Prince Edward Island","1","1978",""
"1300","Red-breasted Merganser","Quebec","1","1978",""
"1300","Red-breasted Merganser","Quebec","2","1978",""
"1300","Red-breasted Merganser","British Columbia","2","1979",""
"1300","Red-breasted Merganser","New Brunswick","1","1979",""
"1300","Red-breasted Merganser","New Brunswick","2","1979",""
"1300","Red-breasted Merganser","Newfoundland and Labrador","1","1979",""
"1300","Red-breasted Merganser","Newfoundland and Labrador","2","1979",""
"1300","Red-breasted Merganser","Nova Scotia","1","1979","1.45"
"1300","Red-breasted Merganser","Nova Scotia","2","1979",""
"1300","Red-breasted Merganser","Ontario","1","1979",""
"1300","Red-breasted Merganser","Ontario","2","1979",""
"1300","Red-breasted Merganser","Ontario","3","1979",""
"1300","Red-breasted Merganser","Prince Edward Island","1","1979",""
"1300","Red-breasted Merganser","Quebec","1","1979",""
"1300","Red-breasted Merganser","Quebec","2","1979",""
"1300","Red-breasted Merganser","Saskatchewan","2","1979",""
"1300","Red-breasted Merganser","New Brunswick","2","1980",""
"1300","Red-breasted Merganser","Newfoundland and Labrador","1","1980",""
"1300","Red-breasted Merganser","Newfoundland and Labrador","2","1980",""
"1300","Red-breasted Merganser","Nova Scotia","1","1980",""
"1300","Red-breasted Merganser","Nova Scotia","2","1980",""
"1300","Red-breasted Merganser","Northwest Territories","1","1980",""
"1300","Red-breasted Merganser","Ontario","1","1980",""
"1300","Red-breasted Merganser","Ontario","2","1980",""
"1300","Red-breasted Merganser","Quebec","1","1980",""
"1300","Red-breasted Merganser","Quebec","2","1980",""
"1300","Red-breasted Merganser","New Brunswick","1","1981",""
"1300","Red-breasted Merganser","New Brunswick","2","1981",""
"1300","Red-breasted Merganser","Newfoundland and Labrador","1","1981",""
"1300","Red-breasted Merganser","Newfoundland and Labrador","2","1981",""
"1300","Red-breasted Merganser","Nova Scotia","1","1981",""
"1300","Red-breasted Merganser","Nova Scotia","2","1981",""
"1300","Red-breasted Merganser","Ontario","1","1981",""
"1300","Red-breasted Merganser","Ontario","2","1981",""
"1300","Red-breasted Merganser","Ontario","3","1981",""
"1300","Red-breasted Merganser","Prince Edward Island","1","1981",""
"1300","Red-breasted Merganser","Quebec","1","1981",""
"1300","Red-breasted Merganser","Quebec","2","1981",""
"1300","Red-breasted Merganser","Manitoba","2","1982",""
"1300","Red-breasted Merganser","New Brunswick","1","1982",""
"1300","Red-breasted Merganser","New Brunswick","2","1982",""
"1300","Red-breasted Merganser","Newfoundland and Labrador","1","1982",""
"1300","Red-breasted Merganser","Newfoundland and Labrador","2","1982",""
"1300","Red-breasted Merganser","Nova Scotia","1","1982","7"
"1300","Red-breasted Merganser","Nova Scotia","2","1982",""
