"Species code","Species name","Province","Zone","Year","Estimate","± 1 standard error"
"1690","Lesser Snow Goose: white phase","British Columbia","2","1976","2131","679"
"1690","Lesser Snow Goose: white phase","Manitoba","1","1976","17711","1151"
"1690","Lesser Snow Goose: white phase","Manitoba","2","1976","2045","214"
"1690","Lesser Snow Goose: white phase","Northwest Territories","1","1976","260","88"
"1690","Lesser Snow Goose: white phase","Ontario","1","1976","249","44"
"1690","Lesser Snow Goose: white phase","Ontario","2","1976","401","136"
"1690","Lesser Snow Goose: white phase","Ontario","3","1976","11313","1974"
"1690","Lesser Snow Goose: white phase","Quebec","1","1976","234","45"
"1690","Lesser Snow Goose: white phase","Saskatchewan","1","1976","19622","1219"
"1690","Lesser Snow Goose: white phase","Saskatchewan","2","1976","690","167"
"1690","Lesser Snow Goose: white phase","Saskatchewan","3","1976","602","104"
"1690","Lesser Snow Goose: white phase","Alberta","1","1977","28731","2132"
"1690","Lesser Snow Goose: white phase","Alberta","2","1977","978","113"
"1690","Lesser Snow Goose: white phase","British Columbia","2","1977","508","103"
"1690","Lesser Snow Goose: white phase","Manitoba","1","1977","17897","1197"
"1690","Lesser Snow Goose: white phase","Manitoba","2","1977","1305","180"
"1690","Lesser Snow Goose: white phase","Ontario","1","1977","808","163"
"1690","Lesser Snow Goose: white phase","Ontario","2","1977","159","46"
"1690","Lesser Snow Goose: white phase","Ontario","3","1977","6045","1205"
"1690","Lesser Snow Goose: white phase","Quebec","1","1977","20174","1582"
"1690","Lesser Snow Goose: white phase","Quebec","2","1977","521","109"
"1690","Lesser Snow Goose: white phase","Saskatchewan","1","1977","5586","422"
"1690","Lesser Snow Goose: white phase","Saskatchewan","3","1977","5626","661"
"1690","Lesser Snow Goose: white phase","Alberta","1","1978","16517","0"
"1690","Lesser Snow Goose: white phase","British Columbia","2","1978","394","0"
"1690","Lesser Snow Goose: white phase","Manitoba","1","1978","19328","0"
"1690","Lesser Snow Goose: white phase","Manitoba","2","1978","3330","0"
"1690","Lesser Snow Goose: white phase","Ontario","3","1978","1587","0"
"1690","Lesser Snow Goose: white phase","Saskatchewan","1","1978","5086","0"
"1690","Lesser Snow Goose: white phase","Saskatchewan","3","1978","2320","0"
"1690","Lesser Snow Goose: white phase","Alberta","1","1979","10680","1126"
"1690","Lesser Snow Goose: white phase","Alberta","2","1979","719","77"
"1690","Lesser Snow Goose: white phase","British Columbia","2","1979","1944","290"
"1690","Lesser Snow Goose: white phase","Manitoba","1","1979","60657","2813"
"1690","Lesser Snow Goose: white phase","Manitoba","2","1979","6115","564"
"1690","Lesser Snow Goose: white phase","Northwest Territories","1","1979","552","300"
"1690","Lesser Snow Goose: white phase","Ontario","1","1979","609","132"
"1690","Lesser Snow Goose: white phase","Ontario","2","1979","877","155"
"1690","Lesser Snow Goose: white phase","Ontario","3","1979","4961","630"
"1690","Lesser Snow Goose: white phase","Quebec","1","1979","4316","423"
"1690","Lesser Snow Goose: white phase","Quebec","2","1979","984","249"
"1690","Lesser Snow Goose: white phase","Saskatchewan","1","1979","8602","602"
"1690","Lesser Snow Goose: white phase","Saskatchewan","3","1979","2856","233"
"1690","Lesser Snow Goose: white phase","Alberta","1","1980","6854","668"
"1690","Lesser Snow Goose: white phase","Alberta","2","1980","2597","341"
"1690","Lesser Snow Goose: white phase","British Columbia","2","1980","1628","282"
"1690","Lesser Snow Goose: white phase","Manitoba","1","1980","68504","3554"
"1690","Lesser Snow Goose: white phase","Manitoba","2","1980","8111","747"
"1690","Lesser Snow Goose: white phase","Nova Scotia","2","1980","62","16"
"1690","Lesser Snow Goose: white phase","Ontario","1","1980","638","104"
"1690","Lesser Snow Goose: white phase","Ontario","2","1980","179","39"
"1690","Lesser Snow Goose: white phase","Ontario","3","1980","7030","961"
"1690","Lesser Snow Goose: white phase","Quebec","1","1980","7813","832"
"1690","Lesser Snow Goose: white phase","Quebec","2","1980","4367","707"
"1690","Lesser Snow Goose: white phase","Saskatchewan","1","1980","7696","503"
"1690","Lesser Snow Goose: white phase","Saskatchewan","3","1980","6956","479"
"1690","Lesser Snow Goose: white phase","Alberta","1","1981","10668","921"
"1690","Lesser Snow Goose: white phase","Alberta","2","1981","3397","363"
"1690","Lesser Snow Goose: white phase","British Columbia","1","1981","183","50"
"1690","Lesser Snow Goose: white phase","British Columbia","2","1981","2872","376"
"1690","Lesser Snow Goose: white phase","Manitoba","1","1981","39810","2194"
"1690","Lesser Snow Goose: white phase","Manitoba","2","1981","13531","1265"
"1690","Lesser Snow Goose: white phase","Ontario","1","1981","145","39"
"1690","Lesser Snow Goose: white phase","Ontario","2","1981","20","17"
"1690","Lesser Snow Goose: white phase","Ontario","3","1981","2518","354"
"1690","Lesser Snow Goose: white phase","Saskatchewan","1","1981","7600","519"
"1690","Lesser Snow Goose: white phase","Saskatchewan","3","1981","5214","417"
"1690","Lesser Snow Goose: white phase","Alberta","1","1982","4967","525"
"1690","Lesser Snow Goose: white phase","Alberta","2","1982","1127","136"
"1690","Lesser Snow Goose: white phase","British Columbia","2","1982","1896","301"
"1690","Lesser Snow Goose: white phase","Manitoba","1","1982","35701","2097"
"1690","Lesser Snow Goose: white phase","Manitoba","2","1982","7669","799"
"1690","Lesser Snow Goose: white phase","Ontario","3","1982","208","44"
"1690","Lesser Snow Goose: white phase","Quebec","1","1982","933","144"
"1690","Lesser Snow Goose: white phase","Saskatchewan","1","1982","10622","753"
"1690","Lesser Snow Goose: white phase","Saskatchewan","2","1982","1001","113"
"1690","Lesser Snow Goose: white phase","Saskatchewan","3","1982","6699","506"
"1690","Lesser Snow Goose: white phase","Alberta","1","1983","4726","574"
"1690","Lesser Snow Goose: white phase","Alberta","2","1983","2206","184"
"1690","Lesser Snow Goose: white phase","Manitoba","1","1983","39651","2413"
"1690","Lesser Snow Goose: white phase","Manitoba","2","1983","9403","880"
"1690","Lesser Snow Goose: white phase","Ontario","3","1983","1502","242"
"1690","Lesser Snow Goose: white phase","Quebec","1","1983","45287","3422"
"1690","Lesser Snow Goose: white phase","Quebec","2","1983","901","168"
"1690","Lesser Snow Goose: white phase","Saskatchewan","1","1983","12895","824"
"1690","Lesser Snow Goose: white phase","Saskatchewan","2","1983","1241","173"
"1690","Lesser Snow Goose: white phase","Saskatchewan","3","1983","13557","1070"
"1690","Lesser Snow Goose: white phase","Alberta","1","1984","7347","1491"
"1690","Lesser Snow Goose: white phase","Alberta","2","1984","1377","1245"
"1690","Lesser Snow Goose: white phase","British Columbia","2","1984","2704","784"
"1690","Lesser Snow Goose: white phase","Manitoba","1","1984","32901","3055"
"1690","Lesser Snow Goose: white phase","Manitoba","2","1984","8652","1902"
"1690","Lesser Snow Goose: white phase","Ontario","3","1984","80","86"
"1690","Lesser Snow Goose: white phase","Quebec","1","1984","1703","549"
"1690","Lesser Snow Goose: white phase","Quebec","2","1984","99","92"
"1690","Lesser Snow Goose: white phase","Saskatchewan","1","1984","12168","2610"
"1690","Lesser Snow Goose: white phase","Saskatchewan","2","1984","668","306"
"1690","Lesser Snow Goose: white phase","Saskatchewan","3","1984","11980","1853"
"1690","Lesser Snow Goose: white phase","Alberta","1","1985","7010","1605"
"1690","Lesser Snow Goose: white phase","Alberta","2","1985","4032","2423"
"1690","Lesser Snow Goose: white phase","British Columbia","1","1985","21","36"
"1690","Lesser Snow Goose: white phase","British Columbia","2","1985","3886","1194"
"1690","Lesser Snow Goose: white phase","Manitoba","1","1985","48477","19461"
"1690","Lesser Snow Goose: white phase","Manitoba","2","1985","11633","3267"
"1690","Lesser Snow Goose: white phase","Nova Scotia","1","1985","50","38"
"1690","Lesser Snow Goose: white phase","Ontario","3","1985","1289","613"
"1690","Lesser Snow Goose: white phase","Quebec","1","1985","236","114"
"1690","Lesser Snow Goose: white phase","Quebec","2","1985","77","90"
"1690","Lesser Snow Goose: white phase","Saskatchewan","1","1985","13603","8269"
"1690","Lesser Snow Goose: white phase","Saskatchewan","2","1985","582","440"
"1690","Lesser Snow Goose: white phase","Saskatchewan","3","1985","10887","4414"
"1690","Lesser Snow Goose: white phase","Alberta","1","1986","4344","1050"
"1690","Lesser Snow Goose: white phase","Alberta","2","1986","4112","1715"
"1690","Lesser Snow Goose: white phase","Manitoba","1","1986","17815","2649"
"1690","Lesser Snow Goose: white phase","Manitoba","2","1986","6033","2130"
"1690","Lesser Snow Goose: white phase","Ontario","2","1986","51","97"
"1690","Lesser Snow Goose: white phase","Ontario","3","1986","949","1276"
"1690","Lesser Snow Goose: white phase","Saskatchewan","1","1986","11265","5446"
"1690","Lesser Snow Goose: white phase","Saskatchewan","2","1986","1858","795"
"1690","Lesser Snow Goose: white phase","Saskatchewan","3","1986","8604","1446"
"1690","Lesser Snow Goose: white phase","Alberta","1","1987","2684","809"
"1690","Lesser Snow Goose: white phase","Alberta","2","1987","1089","587"
"1690","Lesser Snow Goose: white phase","British Columbia","1","1987","33","0"
"1690","Lesser Snow Goose: white phase","British Columbia","2","1987","2089","659"
"1690","Lesser Snow Goose: white phase","Manitoba","1","1987","25894","4804"
"1690","Lesser Snow Goose: white phase","Manitoba","2","1987","3645","0"
"1690","Lesser Snow Goose: white phase","Ontario","2","1987","594","278"
"1690","Lesser Snow Goose: white phase","Ontario","3","1987","3894","928"
"1690","Lesser Snow Goose: white phase","Quebec","1","1987","36509","4477"
"1690","Lesser Snow Goose: white phase","Quebec","2","1987","939","774"
"1690","Lesser Snow Goose: white phase","Saskatchewan","1","1987","8010","2215"
"1690","Lesser Snow Goose: white phase","Saskatchewan","2","1987","285","141"
"1690","Lesser Snow Goose: white phase","Saskatchewan","3","1987","10841","2391"
"1690","Lesser Snow Goose: white phase","Alberta","1","1988","3291","1163"
"1690","Lesser Snow Goose: white phase","Alberta","2","1988","6127","2930"
"1690","Lesser Snow Goose: white phase","British Columbia","2","1988","1657","643"
"1690","Lesser Snow Goose: white phase","Manitoba","1","1988","29133","7418"
"1690","Lesser Snow Goose: white phase","Manitoba","2","1988","9194","3221"
"1690","Lesser Snow Goose: white phase","Ontario","1","1988","98","108"
"1690","Lesser Snow Goose: white phase","Ontario","3","1988","1239","724"
"1690","Lesser Snow Goose: white phase","Quebec","1","1988","3725","938"
"1690","Lesser Snow Goose: white phase","Quebec","2","1988","72","46"
"1690","Lesser Snow Goose: white phase","Saskatchewan","1","1988","13076","3063"
"1690","Lesser Snow Goose: white phase","Saskatchewan","2","1988","681","506"
"1690","Lesser Snow Goose: white phase","Saskatchewan","3","1988","6973","1680"
"1690","Lesser Snow Goose: white phase","Alberta","1","1989","5418","1127"
"1690","Lesser Snow Goose: white phase","Alberta","2","1989","5480","1027"
"1690","Lesser Snow Goose: white phase","British Columbia","2","1989","917","241"
"1690","Lesser Snow Goose: white phase","Manitoba","1","1989","31209","6553"
"1690","Lesser Snow Goose: white phase","Manitoba","2","1989","11165","1652"
"1690","Lesser Snow Goose: white phase","Ontario","1","1989","701","810"
"1690","Lesser Snow Goose: white phase","Ontario","2","1989","748","316"
"1690","Lesser Snow Goose: white phase","Ontario","3","1989","3298","1991"
"1690","Lesser Snow Goose: white phase","Quebec","1","1989","767","516"
"1690","Lesser Snow Goose: white phase","Quebec","2","1989","134","154"
"1690","Lesser Snow Goose: white phase","Saskatchewan","1","1989","12890","1833"
"1690","Lesser Snow Goose: white phase","Saskatchewan","2","1989","774","416"
"1690","Lesser Snow Goose: white phase","Saskatchewan","3","1989","9439","2324"
"1690","Lesser Snow Goose: white phase","Alberta","1","1990","3221","1372"
"1690","Lesser Snow Goose: white phase","Alberta","2","1990","6631","2174"
"1690","Lesser Snow Goose: white phase","British Columbia","2","1990","141","128"
"1690","Lesser Snow Goose: white phase","Manitoba","1","1990","17289","4188"
"1690","Lesser Snow Goose: white phase","Manitoba","2","1990","5572","1325"
"1690","Lesser Snow Goose: white phase","New Brunswick","1","1990","271","224"
"1690","Lesser Snow Goose: white phase","Northwest Territories","1","1990","339","251"
"1690","Lesser Snow Goose: white phase","Ontario","1","1990","223","254"
"1690","Lesser Snow Goose: white phase","Ontario","2","1990","410","310"
"1690","Lesser Snow Goose: white phase","Ontario","3","1990","1249","427"
"1690","Lesser Snow Goose: white phase","Quebec","1","1990","2104","672"
"1690","Lesser Snow Goose: white phase","Quebec","2","1990","124","154"
"1690","Lesser Snow Goose: white phase","Saskatchewan","1","1990","11739","2905"
"1690","Lesser Snow Goose: white phase","Saskatchewan","2","1990","2915","1875"
"1690","Lesser Snow Goose: white phase","Saskatchewan","3","1990","11894","2348"
"1690","Lesser Snow Goose: white phase","Yukon Territory","1","1990","407","227"
"1690","Lesser Snow Goose: white phase","Alberta","1","1991","4150","909"
"1690","Lesser Snow Goose: white phase","Alberta","2","1991","1188","569"
"1690","Lesser Snow Goose: white phase","British Columbia","1","1991","9","16"
"1690","Lesser Snow Goose: white phase","British Columbia","2","1991","2633","1163"
"1690","Lesser Snow Goose: white phase","Manitoba","1","1991","31046","2834"
"1690","Lesser Snow Goose: white phase","Manitoba","2","1991","4303","1198"
"1690","Lesser Snow Goose: white phase","Ontario","1","1991","191","109"
"1690","Lesser Snow Goose: white phase","Ontario","2","1991","212","77"
"1690","Lesser Snow Goose: white phase","Ontario","3","1991","1333","553"
"1690","Lesser Snow Goose: white phase","Quebec","1","1991","1115","443"
"1690","Lesser Snow Goose: white phase","Quebec","2","1991","112","112"
"1690","Lesser Snow Goose: white phase","Saskatchewan","1","1991","5114","1139"
"1690","Lesser Snow Goose: white phase","Saskatchewan","2","1991","2005","950"
"1690","Lesser Snow Goose: white phase","Saskatchewan","3","1991","10576","1927"
"1690","Lesser Snow Goose: white phase","Alberta","1","1992","2985","550"
"1690","Lesser Snow Goose: white phase","Alberta","2","1992","6138","1139"
"1690","Lesser Snow Goose: white phase","British Columbia","2","1992","447","289"
"1690","Lesser Snow Goose: white phase","Manitoba","1","1992","8676","995"
"1690","Lesser Snow Goose: white phase","Manitoba","2","1992","2551","568"
"1690","Lesser Snow Goose: white phase","Nova Scotia","1","1992","56","29"
"1690","Lesser Snow Goose: white phase","Ontario","3","1992","350","362"
"1690","Lesser Snow Goose: white phase","Quebec","1","1992","92","0"
"1690","Lesser Snow Goose: white phase","Saskatchewan","1","1992","7248","1476"
"1690","Lesser Snow Goose: white phase","Saskatchewan","2","1992","1657","466"
"1690","Lesser Snow Goose: white phase","Saskatchewan","3","1992","8043","1076"
"1690","Lesser Snow Goose: white phase","Alberta","1","1993","2864","572"
"1690","Lesser Snow Goose: white phase","Alberta","2","1993","1929","664"
"1690","Lesser Snow Goose: white phase","British Columbia","2","1993","2094","635"
"1690","Lesser Snow Goose: white phase","Manitoba","1","1993","16470","1694"
"1690","Lesser Snow Goose: white phase","Manitoba","2","1993","2890","1453"
"1690","Lesser Snow Goose: white phase","Ontario","1","1993","175","98"
"1690","Lesser Snow Goose: white phase","Ontario","3","1993","472","226"
"1690","Lesser Snow Goose: white phase","Quebec","1","1993","5936","1171"
"1690","Lesser Snow Goose: white phase","Quebec","2","1993","895","891"
"1690","Lesser Snow Goose: white phase","Saskatchewan","1","1993","6671","1301"
"1690","Lesser Snow Goose: white phase","Saskatchewan","2","1993","246","151"
"1690","Lesser Snow Goose: white phase","Saskatchewan","3","1993","8421","1297"
"1690","Lesser Snow Goose: white phase","Alberta","1","1994","3590","903"
"1690","Lesser Snow Goose: white phase","Alberta","2","1994","3304","1034"
"1690","Lesser Snow Goose: white phase","British Columbia","2","1994","2137","507"
"1690","Lesser Snow Goose: white phase","Manitoba","1","1994","20772","1848"
"1690","Lesser Snow Goose: white phase","Manitoba","2","1994","6175","1507"
"1690","Lesser Snow Goose: white phase","Northwest Territories","1","1994","105","57"
"1690","Lesser Snow Goose: white phase","Ontario","3","1994","108","167"
"1690","Lesser Snow Goose: white phase","Quebec","1","1994","5512","1424"
"1690","Lesser Snow Goose: white phase","Quebec","2","1994","235","223"
"1690","Lesser Snow Goose: white phase","Saskatchewan","1","1994","4645","936"
"1690","Lesser Snow Goose: white phase","Saskatchewan","2","1994","1149","642"
"1690","Lesser Snow Goose: white phase","Saskatchewan","3","1994","16140","2134"
"1690","Lesser Snow Goose: white phase","Alberta","1","1995","2271","413"
"1690","Lesser Snow Goose: white phase","Alberta","2","1995","6409","1941"
"1690","Lesser Snow Goose: white phase","British Columbia","1","1995","20","21"
"1690","Lesser Snow Goose: white phase","British Columbia","2","1995","1569","578"
"1690","Lesser Snow Goose: white phase","Manitoba","1","1995","17815","2110"
"1690","Lesser Snow Goose: white phase","Manitoba","2","1995","5369","1465"
"1690","Lesser Snow Goose: white phase","Northwest Territories","1","1995","306","158"
"1690","Lesser Snow Goose: white phase","Ontario","3","1995","218","191"
"1690","Lesser Snow Goose: white phase","Quebec","1","1995","580","440"
"1690","Lesser Snow Goose: white phase","Saskatchewan","1","1995","4651","969"
"1690","Lesser Snow Goose: white phase","Saskatchewan","2","1995","3026","3048"
"1690","Lesser Snow Goose: white phase","Saskatchewan","3","1995","14697","2748"
"1690","Lesser Snow Goose: white phase","Alberta","1","1996","1017","688"
"1690","Lesser Snow Goose: white phase","Alberta","2","1996","2748","753"
"1690","Lesser Snow Goose: white phase","British Columbia","1","1996","108","0"
"1690","Lesser Snow Goose: white phase","British Columbia","2","1996","2755","1334"
"1690","Lesser Snow Goose: white phase","Manitoba","1","1996","22642","5051"
"1690","Lesser Snow Goose: white phase","Manitoba","2","1996","3106","666"
"1690","Lesser Snow Goose: white phase","Ontario","1","1996","85","0"
"1690","Lesser Snow Goose: white phase","Ontario","2","1996","496","359"
"1690","Lesser Snow Goose: white phase","Ontario","3","1996","260","302"
"1690","Lesser Snow Goose: white phase","Quebec","1","1996","2614","639"
"1690","Lesser Snow Goose: white phase","Quebec","2","1996","872","381"
"1690","Lesser Snow Goose: white phase","Saskatchewan","1","1996","5125","1564"
"1690","Lesser Snow Goose: white phase","Saskatchewan","2","1996","1543","682"
"1690","Lesser Snow Goose: white phase","Saskatchewan","3","1996","16192","2791"
"1690","Lesser Snow Goose: white phase","Alberta","1","1997","3577","895"
"1690","Lesser Snow Goose: white phase","Alberta","2","1997","4911","1290"
"1690","Lesser Snow Goose: white phase","Manitoba","1","1997","18123","2088"
"1690","Lesser Snow Goose: white phase","Manitoba","2","1997","6416","1298"
"1690","Lesser Snow Goose: white phase","Ontario","2","1997","56","65"
"1690","Lesser Snow Goose: white phase","Quebec","1","1997","6866","901"
"1690","Lesser Snow Goose: white phase","Quebec","2","1997","1402","640"
"1690","Lesser Snow Goose: white phase","Saskatchewan","1","1997","13475","2198"
"1690","Lesser Snow Goose: white phase","Saskatchewan","2","1997","5394","1256"
"1690","Lesser Snow Goose: white phase","Saskatchewan","3","1997","23955","2936"
"1690","Lesser Snow Goose: white phase","Alberta","1","1998","3627","786"
"1690","Lesser Snow Goose: white phase","Alberta","2","1998","11263","2122"
"1690","Lesser Snow Goose: white phase","British Columbia","2","1998","1797","768"
"1690","Lesser Snow Goose: white phase","Manitoba","1","1998","16094","3043"
"1690","Lesser Snow Goose: white phase","Manitoba","2","1998","7915","2099"
"1690","Lesser Snow Goose: white phase","New Brunswick","1","1998","16","30"
"1690","Lesser Snow Goose: white phase","Ontario","2","1998","170","125"
"1690","Lesser Snow Goose: white phase","Ontario","3","1998","228","123"
"1690","Lesser Snow Goose: white phase","Quebec","1","1998","13921","1315"
"1690","Lesser Snow Goose: white phase","Quebec","2","1998","1651","544"
"1690","Lesser Snow Goose: white phase","Saskatchewan","1","1998","14592","2614"
"1690","Lesser Snow Goose: white phase","Saskatchewan","2","1998","449","208"
"1690","Lesser Snow Goose: white phase","Saskatchewan","3","1998","35248","5441"
"1690","Lesser Snow Goose: white phase","Alberta","1","1999","2976","1057"
"1690","Lesser Snow Goose: white phase","Alberta","2","1999","12090","1966"
"1690","Lesser Snow Goose: white phase","British Columbia","2","1999","1990","859"
"1690","Lesser Snow Goose: white phase","Manitoba","1","1999","3308","714"
"1690","Lesser Snow Goose: white phase","Manitoba","2","1999","2160","1570"
"1690","Lesser Snow Goose: white phase","Ontario","2","1999","77","78"
"1690","Lesser Snow Goose: white phase","Quebec","1","1999","4927","1111"
"1690","Lesser Snow Goose: white phase","Quebec","2","1999","1217","510"
"1690","Lesser Snow Goose: white phase","Saskatchewan","1","1999","24006","5650"
"1690","Lesser Snow Goose: white phase","Saskatchewan","2","1999","2359","1133"
"1690","Lesser Snow Goose: white phase","Saskatchewan","3","1999","58820","9712"
"1690","Lesser Snow Goose: white phase","Alberta","1","2000","1775","741"
"1690","Lesser Snow Goose: white phase","Alberta","2","2000","10947","1713"
"1690","Lesser Snow Goose: white phase","British Columbia","1","2000","49","66"
"1690","Lesser Snow Goose: white phase","British Columbia","2","2000","2510","605"
"1690","Lesser Snow Goose: white phase","Manitoba","1","2000","12156","3077"
"1690","Lesser Snow Goose: white phase","Manitoba","2","2000","1510","914"
"1690","Lesser Snow Goose: white phase","Nunavut","1","2000","13","10"
"1690","Lesser Snow Goose: white phase","Ontario","2","2000","671","883"
"1690","Lesser Snow Goose: white phase","Ontario","3","2000","405","266"
"1690","Lesser Snow Goose: white phase","Quebec","1","2000","2903","707"
"1690","Lesser Snow Goose: white phase","Quebec","2","2000","1994","547"
"1690","Lesser Snow Goose: white phase","Saskatchewan","1","2000","12323","2948"
"1690","Lesser Snow Goose: white phase","Saskatchewan","2","2000","6374","1467"
"1690","Lesser Snow Goose: white phase","Saskatchewan","3","2000","27799","4823"
"1690","Lesser Snow Goose: white phase","Alberta","1","2001","2173","814"
"1690","Lesser Snow Goose: white phase","Alberta","2","2001","10154","2008"
"1690","Lesser Snow Goose: white phase","British Columbia","2","2001","2354","721"
"1690","Lesser Snow Goose: white phase","Manitoba","1","2001","5801","1102"
"1690","Lesser Snow Goose: white phase","Manitoba","2","2001","1613","762"
"1690","Lesser Snow Goose: white phase","Ontario","1","2001","90","139"
"1690","Lesser Snow Goose: white phase","Ontario","2","2001","409","201"
"1690","Lesser Snow Goose: white phase","Ontario","3","2001","148","0"
"1690","Lesser Snow Goose: white phase","Quebec","1","2001","2151","586"
"1690","Lesser Snow Goose: white phase","Quebec","2","2001","954","805"
"1690","Lesser Snow Goose: white phase","Saskatchewan","1","2001","14807","3058"
"1690","Lesser Snow Goose: white phase","Saskatchewan","2","2001","5146","4610"
"1690","Lesser Snow Goose: white phase","Saskatchewan","3","2001","49729","5102"
"1690","Lesser Snow Goose: white phase","Alberta","1","2002","4325","1469"
"1690","Lesser Snow Goose: white phase","Alberta","2","2002","4854","1871"
"1690","Lesser Snow Goose: white phase","British Columbia","1","2002","1305","894"
"1690","Lesser Snow Goose: white phase","British Columbia","2","2002","5816","1373"
"1690","Lesser Snow Goose: white phase","Manitoba","1","2002","4929","1180"
"1690","Lesser Snow Goose: white phase","Manitoba","2","2002","4793","1436"
"1690","Lesser Snow Goose: white phase","Ontario","1","2002","263","253"
"1690","Lesser Snow Goose: white phase","Ontario","2","2002","184","170"
"1690","Lesser Snow Goose: white phase","Ontario","3","2002","171","175"
"1690","Lesser Snow Goose: white phase","Quebec","1","2002","1731","369"
"1690","Lesser Snow Goose: white phase","Quebec","2","2002","638","300"
"1690","Lesser Snow Goose: white phase","Saskatchewan","1","2002","11080","2719"
"1690","Lesser Snow Goose: white phase","Saskatchewan","2","2002","2233","836"
"1690","Lesser Snow Goose: white phase","Saskatchewan","3","2002","40672","7062"
"1690","Lesser Snow Goose: white phase","Alberta","1","2003","412","264"
"1690","Lesser Snow Goose: white phase","Alberta","2","2003","9367","2053"
"1690","Lesser Snow Goose: white phase","British Columbia","2","2003","1257","667"
"1690","Lesser Snow Goose: white phase","Manitoba","1","2003","5520","1065"
"1690","Lesser Snow Goose: white phase","Manitoba","2","2003","911","401"
"1690","Lesser Snow Goose: white phase","Ontario","1","2003","118","74"
"1690","Lesser Snow Goose: white phase","Ontario","2","2003","190","192"
"1690","Lesser Snow Goose: white phase","Ontario","3","2003","593","464"
"1690","Lesser Snow Goose: white phase","Quebec","1","2003","1144","429"
"1690","Lesser Snow Goose: white phase","Quebec","2","2003","1673","508"
"1690","Lesser Snow Goose: white phase","Saskatchewan","1","2003","18437","3763"
"1690","Lesser Snow Goose: white phase","Saskatchewan","2","2003","9043","6239"
"1690","Lesser Snow Goose: white phase","Saskatchewan","3","2003","39492","5664"
"1690","Lesser Snow Goose: white phase","Alberta","1","2004","610","467"
"1690","Lesser Snow Goose: white phase","Alberta","2","2004","2961","942"
"1690","Lesser Snow Goose: white phase","British Columbia","2","2004","1188","409"
"1690","Lesser Snow Goose: white phase","Manitoba","1","2004","4122","1348"
"1690","Lesser Snow Goose: white phase","Manitoba","2","2004","8305","3137"
"1690","Lesser Snow Goose: white phase","Ontario","2","2004","63","81"
"1690","Lesser Snow Goose: white phase","Ontario","3","2004","300","216"
"1690","Lesser Snow Goose: white phase","Saskatchewan","1","2004","13711","2148"
"1690","Lesser Snow Goose: white phase","Saskatchewan","2","2004","4547","1736"
"1690","Lesser Snow Goose: white phase","Saskatchewan","3","2004","33242","6749"
"1690","Lesser Snow Goose: white phase","Alberta","1","2005","1556","848"
"1690","Lesser Snow Goose: white phase","Alberta","2","2005","4218","1646"
"1690","Lesser Snow Goose: white phase","British Columbia","2","2005","2443","741"
"1690","Lesser Snow Goose: white phase","Manitoba","1","2005","1716","980"
"1690","Lesser Snow Goose: white phase","Manitoba","2","2005","4758","2555"
"1690","Lesser Snow Goose: white phase","Ontario","2","2005","358","442"
"1690","Lesser Snow Goose: white phase","Quebec","1","2005","538","709"
"1690","Lesser Snow Goose: white phase","Saskatchewan","1","2005","14590","4755"
"1690","Lesser Snow Goose: white phase","Saskatchewan","2","2005","2959","1421"
"1690","Lesser Snow Goose: white phase","Saskatchewan","3","2005","36639","6510"
"1690","Lesser Snow Goose: white phase","Alberta","1","2006","3839","1038"
"1690","Lesser Snow Goose: white phase","Alberta","2","2006","7227","2200"
"1690","Lesser Snow Goose: white phase","British Columbia","1","2006","71","68"
"1690","Lesser Snow Goose: white phase","British Columbia","2","2006","3099","704"
"1690","Lesser Snow Goose: white phase","Manitoba","1","2006","6286","1548"
"1690","Lesser Snow Goose: white phase","Manitoba","2","2006","3733","916"
"1690","Lesser Snow Goose: white phase","Ontario","2","2006","744","865"
"1690","Lesser Snow Goose: white phase","Ontario","3","2006","378","368"
"1690","Lesser Snow Goose: white phase","Quebec","2","2006","91","89"
"1690","Lesser Snow Goose: white phase","Saskatchewan","1","2006","23704","3579"
"1690","Lesser Snow Goose: white phase","Saskatchewan","2","2006","18256","6164"
"1690","Lesser Snow Goose: white phase","Saskatchewan","3","2006","27833","4632"
"1690","Lesser Snow Goose: white phase","Alberta","1","2007","3293","1276"
"1690","Lesser Snow Goose: white phase","Alberta","2","2007","11227","2306"
"1690","Lesser Snow Goose: white phase","British Columbia","2","2007","4626","1720"
"1690","Lesser Snow Goose: white phase","Manitoba","1","2007","1399","472"
"1690","Lesser Snow Goose: white phase","Manitoba","2","2007","4078","1649"
"1690","Lesser Snow Goose: white phase","Ontario","2","2007","166","178"
"1690","Lesser Snow Goose: white phase","Ontario","3","2007","88","89"
"1690","Lesser Snow Goose: white phase","Saskatchewan","1","2007","16492","4210"
"1690","Lesser Snow Goose: white phase","Saskatchewan","2","2007","11836","3379"
"1690","Lesser Snow Goose: white phase","Saskatchewan","3","2007","11705","2602"
"1690","Lesser Snow Goose: white phase","Alberta","1","2008","2159","689"
"1690","Lesser Snow Goose: white phase","Alberta","2","2008","7318","1704"
"1690","Lesser Snow Goose: white phase","British Columbia","2","2008","2406","847"
"1690","Lesser Snow Goose: white phase","Manitoba","1","2008","5310","1091"
"1690","Lesser Snow Goose: white phase","Manitoba","2","2008","8238","2802"
"1690","Lesser Snow Goose: white phase","Ontario","3","2008","70","73"
"1690","Lesser Snow Goose: white phase","Saskatchewan","1","2008","11521","2454"
