"Variable code","Variable name","Province","Zone","Citizenship","Year","Estimate","± 1 standard error"
"TOGOK","Total geese harvest","Quebec","2","All hunters","2013","66883","8657"
"TOGOK","Total geese harvest","Saskatchewan","1","All hunters","2013","134671","11372"
"TOGOK","Total geese harvest","Saskatchewan","2","All hunters","2013","55726","6047"
"TOGOK","Total geese harvest","Saskatchewan","3","All hunters","2013","150751","10580"
"TOGOK","Total geese harvest","Yukon Territory","1","All hunters","2013","154","91"
"TOGOK","Total geese harvest","Alberta","1","All hunters","2014","37682","5971"
"TOGOK","Total geese harvest","Alberta","2","All hunters","2014","141844","18344"
"TOGOK","Total geese harvest","British Columbia","1","All hunters","2014","5771","890"
"TOGOK","Total geese harvest","British Columbia","2","All hunters","2014","9854","1656"
"TOGOK","Total geese harvest","Manitoba","1","All hunters","2014","79714","7479"
"TOGOK","Total geese harvest","Manitoba","2","All hunters","2014","18353","3138"
"TOGOK","Total geese harvest","New Brunswick","1","All hunters","2014","8241","2395"
"TOGOK","Total geese harvest","New Brunswick","2","All hunters","2014","5989","2562"
"TOGOK","Total geese harvest","Newfoundland and Labrador","1","All hunters","2014","1897","550"
"TOGOK","Total geese harvest","Newfoundland and Labrador","2","All hunters","2014","1761","632"
"TOGOK","Total geese harvest","Nova Scotia","1","All hunters","2014","4603","1111"
"TOGOK","Total geese harvest","Nova Scotia","2","All hunters","2014","3813","670"
"TOGOK","Total geese harvest","Northwest Territories","1","All hunters","2014","127","0"
"TOGOK","Total geese harvest","Ontario","1","All hunters","2014","49029","5733"
"TOGOK","Total geese harvest","Ontario","2","All hunters","2014","160575","14243"
"TOGOK","Total geese harvest","Ontario","3","All hunters","2014","12926","2102"
"TOGOK","Total geese harvest","Prince Edward Island","1","All hunters","2014","14765","3370"
"TOGOK","Total geese harvest","Quebec","1","All hunters","2014","147178","8746"
"TOGOK","Total geese harvest","Quebec","2","All hunters","2014","79258","8415"
"TOGOK","Total geese harvest","Saskatchewan","1","All hunters","2014","129400","9976"
"TOGOK","Total geese harvest","Saskatchewan","2","All hunters","2014","109239","11422"
"TOGOK","Total geese harvest","Saskatchewan","3","All hunters","2014","140000","10278"
"TOGOK","Total geese harvest","Yukon Territory","1","All hunters","2014","25","25"
"TOGOK","Total geese harvest","Alberta","1","All hunters","2015","66743","8991"
"TOGOK","Total geese harvest","Alberta","2","All hunters","2015","117446","11598"
"TOGOK","Total geese harvest","British Columbia","1","All hunters","2015","5228","1007"
"TOGOK","Total geese harvest","British Columbia","2","All hunters","2015","7805","1026"
"TOGOK","Total geese harvest","Manitoba","1","All hunters","2015","74011","7700"
"TOGOK","Total geese harvest","Manitoba","2","All hunters","2015","25548","6524"
"TOGOK","Total geese harvest","New Brunswick","1","All hunters","2015","5818","1236"
"TOGOK","Total geese harvest","New Brunswick","2","All hunters","2015","4640","1333"
"TOGOK","Total geese harvest","Newfoundland and Labrador","1","All hunters","2015","2357","543"
"TOGOK","Total geese harvest","Newfoundland and Labrador","2","All hunters","2015","1267","482"
"TOGOK","Total geese harvest","Nova Scotia","1","All hunters","2015","2980","922"
"TOGOK","Total geese harvest","Nova Scotia","2","All hunters","2015","6455","1423"
"TOGOK","Total geese harvest","Northwest Territories","1","All hunters","2015","261","256"
"TOGOK","Total geese harvest","Ontario","1","All hunters","2015","52578","5641"
"TOGOK","Total geese harvest","Ontario","2","All hunters","2015","143460","13012"
"TOGOK","Total geese harvest","Ontario","3","All hunters","2015","17609","3089"
"TOGOK","Total geese harvest","Prince Edward Island","1","All hunters","2015","11377","2542"
"TOGOK","Total geese harvest","Quebec","1","All hunters","2015","119098","10243"
"TOGOK","Total geese harvest","Quebec","2","All hunters","2015","53195","4829"
"TOGOK","Total geese harvest","Saskatchewan","1","All hunters","2015","94844","7550"
"TOGOK","Total geese harvest","Saskatchewan","2","All hunters","2015","75075","7709"
"TOGOK","Total geese harvest","Saskatchewan","3","All hunters","2015","127151","9467"
"TOGOK","Total geese harvest","Alberta","1","All hunters","2016","48947","6670"
"TOGOK","Total geese harvest","Alberta","2","All hunters","2016","118666","11940"
"TOGOK","Total geese harvest","British Columbia","1","All hunters","2016","5755","963"
"TOGOK","Total geese harvest","British Columbia","2","All hunters","2016","8075","1108"
"TOGOK","Total geese harvest","Manitoba","1","All hunters","2016","85616","8976"
"TOGOK","Total geese harvest","Manitoba","2","All hunters","2016","20638","2809"
"TOGOK","Total geese harvest","New Brunswick","1","All hunters","2016","7941","1756"
"TOGOK","Total geese harvest","New Brunswick","2","All hunters","2016","7960","3195"
"TOGOK","Total geese harvest","Newfoundland and Labrador","1","All hunters","2016","2891","585"
"TOGOK","Total geese harvest","Newfoundland and Labrador","2","All hunters","2016","900","357"
"TOGOK","Total geese harvest","Nova Scotia","1","All hunters","2016","6798","1311"
"TOGOK","Total geese harvest","Nova Scotia","2","All hunters","2016","5964","1041"
"TOGOK","Total geese harvest","Northwest Territories","1","All hunters","2016","495","482"
"TOGOK","Total geese harvest","Nunavut","1","All hunters","2016","368","352"
"TOGOK","Total geese harvest","Ontario","1","All hunters","2016","45889","6543"
"TOGOK","Total geese harvest","Ontario","2","All hunters","2016","130122","11071"
"TOGOK","Total geese harvest","Ontario","3","All hunters","2016","13069","2388"
"TOGOK","Total geese harvest","Prince Edward Island","1","All hunters","2016","12622","3298"
"TOGOK","Total geese harvest","Quebec","1","All hunters","2016","96266","6554"
"TOGOK","Total geese harvest","Quebec","2","All hunters","2016","64799","6159"
"TOGOK","Total geese harvest","Saskatchewan","1","All hunters","2016","102022","9472"
"TOGOK","Total geese harvest","Saskatchewan","2","All hunters","2016","81788","12757"
"TOGOK","Total geese harvest","Saskatchewan","3","All hunters","2016","114692","9707"
"TOGOK","Total geese harvest","Yukon Territory","1","All hunters","2016","435","260"
"TOGOK","Total geese harvest","Alberta","1","All hunters","2017","53455","7771"
"TOGOK","Total geese harvest","Alberta","2","All hunters","2017","161995","15062"
"TOGOK","Total geese harvest","British Columbia","1","All hunters","2017","5810","907"
"TOGOK","Total geese harvest","British Columbia","2","All hunters","2017","10509","1716"
"TOGOK","Total geese harvest","Manitoba","1","All hunters","2017","63549","7969"
"TOGOK","Total geese harvest","Manitoba","2","All hunters","2017","20769","4912"
"TOGOK","Total geese harvest","New Brunswick","1","All hunters","2017","5921","1777"
"TOGOK","Total geese harvest","New Brunswick","2","All hunters","2017","3194","998"
"TOGOK","Total geese harvest","Newfoundland and Labrador","1","All hunters","2017","6422","1532"
"TOGOK","Total geese harvest","Newfoundland and Labrador","2","All hunters","2017","441","246"
"TOGOK","Total geese harvest","Nova Scotia","1","All hunters","2017","4444","1075"
"TOGOK","Total geese harvest","Nova Scotia","2","All hunters","2017","7104","1491"
"TOGOK","Total geese harvest","Northwest Territories","1","All hunters","2017","52","50"
"TOGOK","Total geese harvest","Ontario","1","All hunters","2017","37874","4693"
"TOGOK","Total geese harvest","Ontario","2","All hunters","2017","151556","12806"
"TOGOK","Total geese harvest","Ontario","3","All hunters","2017","11474","1869"
"TOGOK","Total geese harvest","Prince Edward Island","1","All hunters","2017","9510","1839"
"TOGOK","Total geese harvest","Quebec","1","All hunters","2017","134108","8205"
"TOGOK","Total geese harvest","Quebec","2","All hunters","2017","73005","8208"
"TOGOK","Total geese harvest","Saskatchewan","1","All hunters","2017","127194","12817"
"TOGOK","Total geese harvest","Saskatchewan","2","All hunters","2017","80417","10006"
"TOGOK","Total geese harvest","Saskatchewan","3","All hunters","2017","136393","11654"
"TOGOK","Total geese harvest","Yukon Territory","1","All hunters","2017","700","689"
"TOGOK","Total geese harvest","Alberta","1","All hunters","2018","65066","8610"
"TOGOK","Total geese harvest","Alberta","2","All hunters","2018","127321","11176"
"TOGOK","Total geese harvest","British Columbia","1","All hunters","2018","6645","1167"
"TOGOK","Total geese harvest","British Columbia","2","All hunters","2018","8530","1163"
"TOGOK","Total geese harvest","Manitoba","1","All hunters","2018","61765","5513"
"TOGOK","Total geese harvest","Manitoba","2","All hunters","2018","14678","2168"
"TOGOK","Total geese harvest","New Brunswick","1","All hunters","2018","8624","1751"
"TOGOK","Total geese harvest","New Brunswick","2","All hunters","2018","6857","1910"
"TOGOK","Total geese harvest","Newfoundland and Labrador","1","All hunters","2018","3903","1266"
"TOGOK","Total geese harvest","Newfoundland and Labrador","2","All hunters","2018","777","337"
"TOGOK","Total geese harvest","Nova Scotia","1","All hunters","2018","5948","1652"
"TOGOK","Total geese harvest","Nova Scotia","2","All hunters","2018","6839","1587"
"TOGOK","Total geese harvest","Ontario","1","All hunters","2018","35199","3412"
"TOGOK","Total geese harvest","Ontario","2","All hunters","2018","146050","18705"
"TOGOK","Total geese harvest","Ontario","3","All hunters","2018","14530","2564"
"TOGOK","Total geese harvest","Prince Edward Island","1","All hunters","2018","13948","3385"
"TOGOK","Total geese harvest","Quebec","1","All hunters","2018","86296","7360"
"TOGOK","Total geese harvest","Quebec","2","All hunters","2018","51821","7099"
"TOGOK","Total geese harvest","Saskatchewan","1","All hunters","2018","102772","9241"
"TOGOK","Total geese harvest","Saskatchewan","2","All hunters","2018","67883","9700"
"TOGOK","Total geese harvest","Saskatchewan","3","All hunters","2018","92807","8151"
"TOGOK","Total geese harvest","Yukon Territory","1","All hunters","2018","190","109"
"TOOTK","Total non-waterfowl harvest","Alberta","1","All hunters","1975","3697","1428"
"TOOTK","Total non-waterfowl harvest","Alberta","2","All hunters","1975","5065","1191"
"TOOTK","Total non-waterfowl harvest","British Columbia","1","All hunters","1975","1250","352"
"TOOTK","Total non-waterfowl harvest","British Columbia","2","All hunters","1975","7593","1838"
"TOOTK","Total non-waterfowl harvest","Manitoba","1","All hunters","1975","4138","888"
"TOOTK","Total non-waterfowl harvest","Manitoba","2","All hunters","1975","1608","582"
"TOOTK","Total non-waterfowl harvest","New Brunswick","1","All hunters","1975","8515","1751"
"TOOTK","Total non-waterfowl harvest","New Brunswick","2","All hunters","1975","5621","2104"
"TOOTK","Total non-waterfowl harvest","Newfoundland and Labrador","1","All hunters","1975","699","135"
"TOOTK","Total non-waterfowl harvest","Newfoundland and Labrador","2","All hunters","1975","18","18"
"TOOTK","Total non-waterfowl harvest","Nova Scotia","1","All hunters","1975","7353","1920"
"TOOTK","Total non-waterfowl harvest","Nova Scotia","2","All hunters","1975","3881","976"
"TOOTK","Total non-waterfowl harvest","Ontario","1","All hunters","1975","39608","6245"
"TOOTK","Total non-waterfowl harvest","Ontario","2","All hunters","1975","27382","4273"
"TOOTK","Total non-waterfowl harvest","Ontario","3","All hunters","1975","13987","3513"
"TOOTK","Total non-waterfowl harvest","Prince Edward Island","1","All hunters","1975","493","136"
"TOOTK","Total non-waterfowl harvest","Quebec","1","All hunters","1975","41938","6036"
"TOOTK","Total non-waterfowl harvest","Quebec","2","All hunters","1975","4543","1175"
"TOOTK","Total non-waterfowl harvest","Saskatchewan","1","All hunters","1975","6333","1730"
"TOOTK","Total non-waterfowl harvest","Saskatchewan","2","All hunters","1975","2663","699"
"TOOTK","Total non-waterfowl harvest","Saskatchewan","3","All hunters","1975","12247","3139"
"TOOTK","Total non-waterfowl harvest","Alberta","1","All hunters","1976","1125","362"
"TOOTK","Total non-waterfowl harvest","Alberta","2","All hunters","1976","10745","2651"
"TOOTK","Total non-waterfowl harvest","British Columbia","1","All hunters","1976","2153","796"
"TOOTK","Total non-waterfowl harvest","British Columbia","2","All hunters","1976","7647","1668"
"TOOTK","Total non-waterfowl harvest","Manitoba","1","All hunters","1976","4194","1251"
"TOOTK","Total non-waterfowl harvest","Manitoba","2","All hunters","1976","325","139"
"TOOTK","Total non-waterfowl harvest","New Brunswick","1","All hunters","1976","9806","1265"
"TOOTK","Total non-waterfowl harvest","New Brunswick","2","All hunters","1976","4282","1308"
"TOOTK","Total non-waterfowl harvest","Newfoundland and Labrador","1","All hunters","1976","770","246"
"TOOTK","Total non-waterfowl harvest","Newfoundland and Labrador","2","All hunters","1976","11","11"
"TOOTK","Total non-waterfowl harvest","Nova Scotia","1","All hunters","1976","7663","1664"
"TOOTK","Total non-waterfowl harvest","Nova Scotia","2","All hunters","1976","5754","1576"
"TOOTK","Total non-waterfowl harvest","Northwest Territories","1","All hunters","1976","8","6"
"TOOTK","Total non-waterfowl harvest","Ontario","1","All hunters","1976","25319","3453"
"TOOTK","Total non-waterfowl harvest","Ontario","2","All hunters","1976","51359","9935"
"TOOTK","Total non-waterfowl harvest","Ontario","3","All hunters","1976","11586","1983"
"TOOTK","Total non-waterfowl harvest","Prince Edward Island","1","All hunters","1976","1035","390"
"TOOTK","Total non-waterfowl harvest","Quebec","1","All hunters","1976","54915","6357"
"TOOTK","Total non-waterfowl harvest","Quebec","2","All hunters","1976","10754","2215"
"TOOTK","Total non-waterfowl harvest","Saskatchewan","1","All hunters","1976","5322","1678"
"TOOTK","Total non-waterfowl harvest","Saskatchewan","2","All hunters","1976","2384","685"
"TOOTK","Total non-waterfowl harvest","Saskatchewan","3","All hunters","1976","4775","1172"
"TOOTK","Total non-waterfowl harvest","Yukon Territory","1","All hunters","1976","140","129"
"TOOTK","Total non-waterfowl harvest","Alberta","1","All hunters","1977","2472","788"
"TOOTK","Total non-waterfowl harvest","Alberta","2","All hunters","1977","5210","1408"
"TOOTK","Total non-waterfowl harvest","British Columbia","1","All hunters","1977","4659","1174"
"TOOTK","Total non-waterfowl harvest","British Columbia","2","All hunters","1977","7773","1517"
