"Variable code","Variable name","Province","Zone","Citizenship","Year","Estimate","± 1 standard error"
"SUTODU","Successful ducks hunters (total)","Nova Scotia","2","All hunters","1985","2548","211"
"SUTODU","Successful ducks hunters (total)","Northwest Territories","1","All hunters","1985","291","59"
"SUTODU","Successful ducks hunters (total)","Ontario","1","All hunters","1985","17601","632"
"SUTODU","Successful ducks hunters (total)","Ontario","2","All hunters","1985","45999","912"
"SUTODU","Successful ducks hunters (total)","Ontario","3","All hunters","1985","15287","507"
"SUTODU","Successful ducks hunters (total)","Prince Edward Island","1","All hunters","1985","3306","226"
"SUTODU","Successful ducks hunters (total)","Quebec","1","All hunters","1985","31391","752"
"SUTODU","Successful ducks hunters (total)","Quebec","2","All hunters","1985","8959","391"
"SUTODU","Successful ducks hunters (total)","Saskatchewan","1","All hunters","1985","9004","442"
"SUTODU","Successful ducks hunters (total)","Saskatchewan","2","All hunters","1985","4359","300"
"SUTODU","Successful ducks hunters (total)","Saskatchewan","3","All hunters","1985","9298","432"
"SUTODU","Successful ducks hunters (total)","Yukon Territory","1","All hunters","1985","183","43"
"SUTODU","Successful ducks hunters (total)","Alberta","1","All hunters","1986","10655","348"
"SUTODU","Successful ducks hunters (total)","Alberta","2","All hunters","1986","16803","507"
"SUTODU","Successful ducks hunters (total)","British Columbia","1","All hunters","1986","4164","293"
"SUTODU","Successful ducks hunters (total)","British Columbia","2","All hunters","1986","5089","238"
"SUTODU","Successful ducks hunters (total)","Manitoba","1","All hunters","1986","15312","530"
"SUTODU","Successful ducks hunters (total)","Manitoba","2","All hunters","1986","5712","315"
"SUTODU","Successful ducks hunters (total)","New Brunswick","1","All hunters","1986","4682","283"
"SUTODU","Successful ducks hunters (total)","New Brunswick","2","All hunters","1986","2032","247"
"SUTODU","Successful ducks hunters (total)","Newfoundland and Labrador","1","All hunters","1986","11257","467"
"SUTODU","Successful ducks hunters (total)","Newfoundland and Labrador","2","All hunters","1986","1754","155"
"SUTODU","Successful ducks hunters (total)","Nova Scotia","1","All hunters","1986","3837","203"
"SUTODU","Successful ducks hunters (total)","Nova Scotia","2","All hunters","1986","2538","211"
"SUTODU","Successful ducks hunters (total)","Northwest Territories","1","All hunters","1986","277","58"
"SUTODU","Successful ducks hunters (total)","Ontario","1","All hunters","1986","19484","619"
"SUTODU","Successful ducks hunters (total)","Ontario","2","All hunters","1986","46956","874"
"SUTODU","Successful ducks hunters (total)","Ontario","3","All hunters","1986","15146","488"
"SUTODU","Successful ducks hunters (total)","Prince Edward Island","1","All hunters","1986","3377","256"
"SUTODU","Successful ducks hunters (total)","Quebec","1","All hunters","1986","30373","681"
"SUTODU","Successful ducks hunters (total)","Quebec","2","All hunters","1986","8189","342"
"SUTODU","Successful ducks hunters (total)","Saskatchewan","1","All hunters","1986","8602","410"
"SUTODU","Successful ducks hunters (total)","Saskatchewan","2","All hunters","1986","4695","302"
"SUTODU","Successful ducks hunters (total)","Saskatchewan","3","All hunters","1986","9634","441"
"SUTODU","Successful ducks hunters (total)","Yukon Territory","1","All hunters","1986","161","33"
"SUTODU","Successful ducks hunters (total)","Alberta","1","All hunters","1987","10902","347"
"SUTODU","Successful ducks hunters (total)","Alberta","2","All hunters","1987","16096","504"
"SUTODU","Successful ducks hunters (total)","British Columbia","1","All hunters","1987","3566","273"
"SUTODU","Successful ducks hunters (total)","British Columbia","2","All hunters","1987","4667","231"
"SUTODU","Successful ducks hunters (total)","Manitoba","1","All hunters","1987","15106","526"
"SUTODU","Successful ducks hunters (total)","Manitoba","2","All hunters","1987","5419","309"
"SUTODU","Successful ducks hunters (total)","New Brunswick","1","All hunters","1987","4364","304"
"SUTODU","Successful ducks hunters (total)","New Brunswick","2","All hunters","1987","2039","232"
"SUTODU","Successful ducks hunters (total)","Newfoundland and Labrador","1","All hunters","1987","8411","406"
"SUTODU","Successful ducks hunters (total)","Newfoundland and Labrador","2","All hunters","1987","1300","145"
"SUTODU","Successful ducks hunters (total)","Nova Scotia","1","All hunters","1987","4140","236"
"SUTODU","Successful ducks hunters (total)","Nova Scotia","2","All hunters","1987","2164","209"
"SUTODU","Successful ducks hunters (total)","Northwest Territories","1","All hunters","1987","250","47"
"SUTODU","Successful ducks hunters (total)","Ontario","1","All hunters","1987","17115","636"
"SUTODU","Successful ducks hunters (total)","Ontario","2","All hunters","1987","45627","951"
"SUTODU","Successful ducks hunters (total)","Ontario","3","All hunters","1987","11863","484"
"SUTODU","Successful ducks hunters (total)","Prince Edward Island","1","All hunters","1987","3270","262"
"SUTODU","Successful ducks hunters (total)","Quebec","1","All hunters","1987","28705","739"
"SUTODU","Successful ducks hunters (total)","Quebec","2","All hunters","1987","8712","399"
"SUTODU","Successful ducks hunters (total)","Saskatchewan","1","All hunters","1987","6751","374"
"SUTODU","Successful ducks hunters (total)","Saskatchewan","2","All hunters","1987","4374","323"
"SUTODU","Successful ducks hunters (total)","Saskatchewan","3","All hunters","1987","8216","446"
"SUTODU","Successful ducks hunters (total)","Yukon Territory","1","All hunters","1987","119","31"
"SUTODU","Successful ducks hunters (total)","Alberta","1","All hunters","1988","7834","261"
"SUTODU","Successful ducks hunters (total)","Alberta","2","All hunters","1988","10813","364"
"SUTODU","Successful ducks hunters (total)","British Columbia","1","All hunters","1988","3387","235"
"SUTODU","Successful ducks hunters (total)","British Columbia","2","All hunters","1988","4247","186"
"SUTODU","Successful ducks hunters (total)","Manitoba","1","All hunters","1988","9327","360"
"SUTODU","Successful ducks hunters (total)","Manitoba","2","All hunters","1988","4207","211"
"SUTODU","Successful ducks hunters (total)","New Brunswick","1","All hunters","1988","4872","290"
"SUTODU","Successful ducks hunters (total)","New Brunswick","2","All hunters","1988","2164","214"
"SUTODU","Successful ducks hunters (total)","Newfoundland and Labrador","1","All hunters","1988","8454","419"
"SUTODU","Successful ducks hunters (total)","Newfoundland and Labrador","2","All hunters","1988","1241","128"
"SUTODU","Successful ducks hunters (total)","Nova Scotia","1","All hunters","1988","3715","174"
"SUTODU","Successful ducks hunters (total)","Nova Scotia","2","All hunters","1988","2717","195"
"SUTODU","Successful ducks hunters (total)","Northwest Territories","1","All hunters","1988","234","37"
"SUTODU","Successful ducks hunters (total)","Ontario","1","All hunters","1988","13589","491"
"SUTODU","Successful ducks hunters (total)","Ontario","2","All hunters","1988","38943","765"
"SUTODU","Successful ducks hunters (total)","Ontario","3","All hunters","1988","11678","374"
"SUTODU","Successful ducks hunters (total)","Prince Edward Island","1","All hunters","1988","3279","215"
"SUTODU","Successful ducks hunters (total)","Quebec","1","All hunters","1988","27828","632"
"SUTODU","Successful ducks hunters (total)","Quebec","2","All hunters","1988","7172","309"
"SUTODU","Successful ducks hunters (total)","Saskatchewan","1","All hunters","1988","4294","271"
"SUTODU","Successful ducks hunters (total)","Saskatchewan","2","All hunters","1988","3417","203"
"SUTODU","Successful ducks hunters (total)","Saskatchewan","3","All hunters","1988","4307","250"
"SUTODU","Successful ducks hunters (total)","Yukon Territory","1","All hunters","1988","109","27"
"SUTODU","Successful ducks hunters (total)","Alberta","1","All hunters","1989","9548","302"
"SUTODU","Successful ducks hunters (total)","Alberta","2","All hunters","1989","13408","388"
"SUTODU","Successful ducks hunters (total)","British Columbia","1","All hunters","1989","3275","252"
"SUTODU","Successful ducks hunters (total)","British Columbia","2","All hunters","1989","4018","218"
"SUTODU","Successful ducks hunters (total)","Manitoba","1","All hunters","1989","8878","354"
"SUTODU","Successful ducks hunters (total)","Manitoba","2","All hunters","1989","4288","220"
"SUTODU","Successful ducks hunters (total)","New Brunswick","1","All hunters","1989","4561","262"
"SUTODU","Successful ducks hunters (total)","New Brunswick","2","All hunters","1989","1855","204"
"SUTODU","Successful ducks hunters (total)","Newfoundland and Labrador","1","All hunters","1989","9389","450"
"SUTODU","Successful ducks hunters (total)","Newfoundland and Labrador","2","All hunters","1989","1667","144"
"SUTODU","Successful ducks hunters (total)","Nova Scotia","1","All hunters","1989","4403","195"
"SUTODU","Successful ducks hunters (total)","Nova Scotia","2","All hunters","1989","2194","190"
"SUTODU","Successful ducks hunters (total)","Northwest Territories","1","All hunters","1989","76","14"
"SUTODU","Successful ducks hunters (total)","Ontario","1","All hunters","1989","15422","551"
"SUTODU","Successful ducks hunters (total)","Ontario","2","All hunters","1989","36389","761"
"SUTODU","Successful ducks hunters (total)","Ontario","3","All hunters","1989","11664","391"
"SUTODU","Successful ducks hunters (total)","Prince Edward Island","1","All hunters","1989","1991","203"
"SUTODU","Successful ducks hunters (total)","Quebec","1","All hunters","1989","24930","612"
"SUTODU","Successful ducks hunters (total)","Quebec","2","All hunters","1989","7688","328"
"SUTODU","Successful ducks hunters (total)","Saskatchewan","1","All hunters","1989","4448","259"
"SUTODU","Successful ducks hunters (total)","Saskatchewan","2","All hunters","1989","3218","210"
"SUTODU","Successful ducks hunters (total)","Saskatchewan","3","All hunters","1989","4412","233"
"SUTODU","Successful ducks hunters (total)","Yukon Territory","1","All hunters","1989","81","19"
"SUTODU","Successful ducks hunters (total)","Alberta","1","All hunters","1990","8567","275"
"SUTODU","Successful ducks hunters (total)","Alberta","2","All hunters","1990","12782","369"
"SUTODU","Successful ducks hunters (total)","British Columbia","1","All hunters","1990","3276","228"
"SUTODU","Successful ducks hunters (total)","British Columbia","2","All hunters","1990","3458","166"
"SUTODU","Successful ducks hunters (total)","Manitoba","1","All hunters","1990","9350","331"
"SUTODU","Successful ducks hunters (total)","Manitoba","2","All hunters","1990","3586","177"
"SUTODU","Successful ducks hunters (total)","New Brunswick","1","All hunters","1990","4915","262"
"SUTODU","Successful ducks hunters (total)","New Brunswick","2","All hunters","1990","1764","201"
"SUTODU","Successful ducks hunters (total)","Newfoundland and Labrador","1","All hunters","1990","9159","441"
"SUTODU","Successful ducks hunters (total)","Newfoundland and Labrador","2","All hunters","1990","1605","141"
"SUTODU","Successful ducks hunters (total)","Nova Scotia","1","All hunters","1990","3944","185"
"SUTODU","Successful ducks hunters (total)","Nova Scotia","2","All hunters","1990","2016","162"
"SUTODU","Successful ducks hunters (total)","Northwest Territories","1","All hunters","1990","222","49"
"SUTODU","Successful ducks hunters (total)","Ontario","1","All hunters","1990","15489","531"
"SUTODU","Successful ducks hunters (total)","Ontario","2","All hunters","1990","35955","722"
"SUTODU","Successful ducks hunters (total)","Ontario","3","All hunters","1990","11543","377"
"SUTODU","Successful ducks hunters (total)","Prince Edward Island","1","All hunters","1990","2248","192"
"SUTODU","Successful ducks hunters (total)","Quebec","1","All hunters","1990","25559","616"
"SUTODU","Successful ducks hunters (total)","Quebec","2","All hunters","1990","8833","359"
"SUTODU","Successful ducks hunters (total)","Saskatchewan","1","All hunters","1990","4242","232"
"SUTODU","Successful ducks hunters (total)","Saskatchewan","2","All hunters","1990","3315","208"
"SUTODU","Successful ducks hunters (total)","Saskatchewan","3","All hunters","1990","5784","249"
"SUTODU","Successful ducks hunters (total)","Yukon Territory","1","All hunters","1990","90","24"
"SUTODU","Successful ducks hunters (total)","Alberta","1","All hunters","1991","7785","245"
"SUTODU","Successful ducks hunters (total)","Alberta","2","All hunters","1991","9158","307"
"SUTODU","Successful ducks hunters (total)","British Columbia","1","All hunters","1991","3057","217"
"SUTODU","Successful ducks hunters (total)","British Columbia","2","All hunters","1991","3351","172"
"SUTODU","Successful ducks hunters (total)","Manitoba","1","All hunters","1991","9806","325"
"SUTODU","Successful ducks hunters (total)","Manitoba","2","All hunters","1991","2555","137"
"SUTODU","Successful ducks hunters (total)","New Brunswick","1","All hunters","1991","3778","259"
"SUTODU","Successful ducks hunters (total)","New Brunswick","2","All hunters","1991","1721","199"
"SUTODU","Successful ducks hunters (total)","Newfoundland and Labrador","1","All hunters","1991","7075","411"
"SUTODU","Successful ducks hunters (total)","Newfoundland and Labrador","2","All hunters","1991","1012","125"
"SUTODU","Successful ducks hunters (total)","Nova Scotia","1","All hunters","1991","2893","199"
"SUTODU","Successful ducks hunters (total)","Nova Scotia","2","All hunters","1991","2644","198"
"SUTODU","Successful ducks hunters (total)","Northwest Territories","1","All hunters","1991","129","25"
"SUTODU","Successful ducks hunters (total)","Ontario","1","All hunters","1991","14185","503"
"SUTODU","Successful ducks hunters (total)","Ontario","2","All hunters","1991","32237","692"
"SUTODU","Successful ducks hunters (total)","Ontario","3","All hunters","1991","10447","351"
"SUTODU","Successful ducks hunters (total)","Prince Edward Island","1","All hunters","1991","2570","211"
"SUTODU","Successful ducks hunters (total)","Quebec","1","All hunters","1991","23057","611"
"SUTODU","Successful ducks hunters (total)","Quebec","2","All hunters","1991","7783","316"
"SUTODU","Successful ducks hunters (total)","Saskatchewan","1","All hunters","1991","4236","225"
"SUTODU","Successful ducks hunters (total)","Saskatchewan","2","All hunters","1991","2191","163"
"SUTODU","Successful ducks hunters (total)","Saskatchewan","3","All hunters","1991","6092","273"
"SUTODU","Successful ducks hunters (total)","Yukon Territory","1","All hunters","1991","125","35"
"SUTODU","Successful ducks hunters (total)","Alberta","1","All hunters","1992","7213","226"
"SUTODU","Successful ducks hunters (total)","Alberta","2","All hunters","1992","7836","265"
"SUTODU","Successful ducks hunters (total)","British Columbia","1","All hunters","1992","2927","198"
"SUTODU","Successful ducks hunters (total)","British Columbia","2","All hunters","1992","3215","151"
"SUTODU","Successful ducks hunters (total)","Manitoba","1","All hunters","1992","8562","291"
"SUTODU","Successful ducks hunters (total)","Manitoba","2","All hunters","1992","3152","157"
"SUTODU","Successful ducks hunters (total)","New Brunswick","1","All hunters","1992","3863","223"
"SUTODU","Successful ducks hunters (total)","New Brunswick","2","All hunters","1992","1863","175"
"SUTODU","Successful ducks hunters (total)","Newfoundland and Labrador","1","All hunters","1992","7373","347"
"SUTODU","Successful ducks hunters (total)","Newfoundland and Labrador","2","All hunters","1992","1054","102"
"SUTODU","Successful ducks hunters (total)","Nova Scotia","1","All hunters","1992","3873","168"
"SUTODU","Successful ducks hunters (total)","Nova Scotia","2","All hunters","1992","1643","140"
"SUTODU","Successful ducks hunters (total)","Northwest Territories","1","All hunters","1992","162","29"
"SUTODU","Successful ducks hunters (total)","Ontario","1","All hunters","1992","15779","489"
"SUTODU","Successful ducks hunters (total)","Ontario","2","All hunters","1992","30259","640"
"SUTODU","Successful ducks hunters (total)","Ontario","3","All hunters","1992","9211","301"
"SUTODU","Successful ducks hunters (total)","Prince Edward Island","1","All hunters","1992","1984","152"
"SUTODU","Successful ducks hunters (total)","Quebec","1","All hunters","1992","20890","516"
"SUTODU","Successful ducks hunters (total)","Quebec","2","All hunters","1992","7525","294"
"SUTODU","Successful ducks hunters (total)","Saskatchewan","1","All hunters","1992","4522","224"
"SUTODU","Successful ducks hunters (total)","Saskatchewan","2","All hunters","1992","1987","144"
"SUTODU","Successful ducks hunters (total)","Saskatchewan","3","All hunters","1992","5261","244"
"SUTODU","Successful ducks hunters (total)","Yukon Territory","1","All hunters","1992","79","19"
"SUTODU","Successful ducks hunters (total)","Alberta","1","All hunters","1993","6494","207"
"SUTODU","Successful ducks hunters (total)","Alberta","2","All hunters","1993","7626","249"
"SUTODU","Successful ducks hunters (total)","British Columbia","1","All hunters","1993","2262","177"
"SUTODU","Successful ducks hunters (total)","British Columbia","2","All hunters","1993","2997","144"
"SUTODU","Successful ducks hunters (total)","Manitoba","1","All hunters","1993","8115","288"
"SUTODU","Successful ducks hunters (total)","Manitoba","2","All hunters","1993","2668","143"
"SUTODU","Successful ducks hunters (total)","New Brunswick","1","All hunters","1993","3893","227"
"SUTODU","Successful ducks hunters (total)","New Brunswick","2","All hunters","1993","1881","168"
"SUTODU","Successful ducks hunters (total)","Newfoundland and Labrador","1","All hunters","1993","8188","374"
"SUTODU","Successful ducks hunters (total)","Newfoundland and Labrador","2","All hunters","1993","1064","100"
"SUTODU","Successful ducks hunters (total)","Nova Scotia","1","All hunters","1993","3784","192"
"SUTODU","Successful ducks hunters (total)","Nova Scotia","2","All hunters","1993","2110","166"
"SUTODU","Successful ducks hunters (total)","Northwest Territories","1","All hunters","1993","146","22"
"SUTODU","Successful ducks hunters (total)","Ontario","1","All hunters","1993","15483","500"
"SUTODU","Successful ducks hunters (total)","Ontario","2","All hunters","1993","31237","653"
"SUTODU","Successful ducks hunters (total)","Ontario","3","All hunters","1993","8736","312"
"SUTODU","Successful ducks hunters (total)","Prince Edward Island","1","All hunters","1993","2148","176"
"SUTODU","Successful ducks hunters (total)","Quebec","1","All hunters","1993","21507","530"
"SUTODU","Successful ducks hunters (total)","Quebec","2","All hunters","1993","7787","303"
"SUTODU","Successful ducks hunters (total)","Saskatchewan","1","All hunters","1993","3767","205"
"SUTODU","Successful ducks hunters (total)","Saskatchewan","2","All hunters","1993","1724","131"
"SUTODU","Successful ducks hunters (total)","Saskatchewan","3","All hunters","1993","4419","221"
"SUTODU","Successful ducks hunters (total)","Yukon Territory","1","All hunters","1993","130","19"
"SUTODU","Successful ducks hunters (total)","Alberta","1","All hunters","1994","7232","224"
"SUTODU","Successful ducks hunters (total)","Alberta","2","All hunters","1994","8822","251"
"SUTODU","Successful ducks hunters (total)","British Columbia","1","All hunters","1994","2819","193"
"SUTODU","Successful ducks hunters (total)","British Columbia","2","All hunters","1994","2815","144"
"SUTODU","Successful ducks hunters (total)","Manitoba","1","All hunters","1994","8425","277"
"SUTODU","Successful ducks hunters (total)","Manitoba","2","All hunters","1994","3061","158"
"SUTODU","Successful ducks hunters (total)","New Brunswick","1","All hunters","1994","4213","253"
"SUTODU","Successful ducks hunters (total)","New Brunswick","2","All hunters","1994","1700","192"
"SUTODU","Successful ducks hunters (total)","Newfoundland and Labrador","1","All hunters","1994","8002","368"
"SUTODU","Successful ducks hunters (total)","Newfoundland and Labrador","2","All hunters","1994","1179","121"
"SUTODU","Successful ducks hunters (total)","Nova Scotia","1","All hunters","1994","3924","186"
"SUTODU","Successful ducks hunters (total)","Nova Scotia","2","All hunters","1994","1739","163"
"SUTODU","Successful ducks hunters (total)","Northwest Territories","1","All hunters","1994","146","17"
"SUTODU","Successful ducks hunters (total)","Ontario","1","All hunters","1994","13412","435"
"SUTODU","Successful ducks hunters (total)","Ontario","2","All hunters","1994","27456","579"
"SUTODU","Successful ducks hunters (total)","Ontario","3","All hunters","1994","7616","268"
"SUTODU","Successful ducks hunters (total)","Prince Edward Island","1","All hunters","1994","1929","176"
"SUTODU","Successful ducks hunters (total)","Quebec","1","All hunters","1994","21766","510"
"SUTODU","Successful ducks hunters (total)","Quebec","2","All hunters","1994","7426","303"
"SUTODU","Successful ducks hunters (total)","Saskatchewan","1","All hunters","1994","5709","235"
"SUTODU","Successful ducks hunters (total)","Saskatchewan","2","All hunters","1994","2239","147"
"SUTODU","Successful ducks hunters (total)","Saskatchewan","3","All hunters","1994","5681","231"
"SUTODU","Successful ducks hunters (total)","Yukon Territory","1","All hunters","1994","107","15"
"SUTODU","Successful ducks hunters (total)","Alberta","1","All hunters","1995","6941","201"
"SUTODU","Successful ducks hunters (total)","Alberta","2","All hunters","1995","7844","241"
"SUTODU","Successful ducks hunters (total)","British Columbia","1","All hunters","1995","2062","154"
"SUTODU","Successful ducks hunters (total)","British Columbia","2","All hunters","1995","2649","130"
"SUTODU","Successful ducks hunters (total)","Manitoba","1","All hunters","1995","9028","288"
"SUTODU","Successful ducks hunters (total)","Manitoba","2","All hunters","1995","2959","160"
"SUTODU","Successful ducks hunters (total)","New Brunswick","1","All hunters","1995","4208","225"
"SUTODU","Successful ducks hunters (total)","New Brunswick","2","All hunters","1995","2005","192"
"SUTODU","Successful ducks hunters (total)","Newfoundland and Labrador","1","All hunters","1995","7646","337"
"SUTODU","Successful ducks hunters (total)","Newfoundland and Labrador","2","All hunters","1995","1423","126"
"SUTODU","Successful ducks hunters (total)","Nova Scotia","1","All hunters","1995","4071","185"
"SUTODU","Successful ducks hunters (total)","Nova Scotia","2","All hunters","1995","2085","175"
"SUTODU","Successful ducks hunters (total)","Northwest Territories","1","All hunters","1995","132","19"
"SUTODU","Successful ducks hunters (total)","Ontario","1","All hunters","1995","12747","410"
"SUTODU","Successful ducks hunters (total)","Ontario","2","All hunters","1995","26153","570"
"SUTODU","Successful ducks hunters (total)","Ontario","3","All hunters","1995","7448","264"
"SUTODU","Successful ducks hunters (total)","Prince Edward Island","1","All hunters","1995","2122","178"
"SUTODU","Successful ducks hunters (total)","Quebec","1","All hunters","1995","18164","475"
"SUTODU","Successful ducks hunters (total)","Quebec","2","All hunters","1995","6152","268"
"SUTODU","Successful ducks hunters (total)","Saskatchewan","1","All hunters","1995","4790","226"
"SUTODU","Successful ducks hunters (total)","Saskatchewan","2","All hunters","1995","2433","153"
"SUTODU","Successful ducks hunters (total)","Saskatchewan","3","All hunters","1995","6141","252"
"SUTODU","Successful ducks hunters (total)","Yukon Territory","1","All hunters","1995","133","17"
"SUTODU","Successful ducks hunters (total)","Alberta","1","All hunters","1996","7064","212"
"SUTODU","Successful ducks hunters (total)","Alberta","2","All hunters","1996","9611","261"
"SUTODU","Successful ducks hunters (total)","British Columbia","1","All hunters","1996","2253","172"
"SUTODU","Successful ducks hunters (total)","British Columbia","2","All hunters","1996","2509","122"
"SUTODU","Successful ducks hunters (total)","Manitoba","1","All hunters","1996","10549","298"
"SUTODU","Successful ducks hunters (total)","Manitoba","2","All hunters","1996","3400","157"
"SUTODU","Successful ducks hunters (total)","New Brunswick","1","All hunters","1996","3945","223"
"SUTODU","Successful ducks hunters (total)","New Brunswick","2","All hunters","1996","1723","176"
"SUTODU","Successful ducks hunters (total)","Newfoundland and Labrador","1","All hunters","1996","6034","297"
"SUTODU","Successful ducks hunters (total)","Newfoundland and Labrador","2","All hunters","1996","836","100"
"SUTODU","Successful ducks hunters (total)","Nova Scotia","1","All hunters","1996","3069","189"
"SUTODU","Successful ducks hunters (total)","Nova Scotia","2","All hunters","1996","2155","184"
"SUTODU","Successful ducks hunters (total)","Northwest Territories","1","All hunters","1996","148","20"
"SUTODU","Successful ducks hunters (total)","Ontario","1","All hunters","1996","13756","425"
"SUTODU","Successful ducks hunters (total)","Ontario","2","All hunters","1996","23395","517"
"SUTODU","Successful ducks hunters (total)","Ontario","3","All hunters","1996","6232","229"
"SUTODU","Successful ducks hunters (total)","Prince Edward Island","1","All hunters","1996","2381","181"
"SUTODU","Successful ducks hunters (total)","Quebec","1","All hunters","1996","16791","415"
"SUTODU","Successful ducks hunters (total)","Quebec","2","All hunters","1996","5538","237"
"SUTODU","Successful ducks hunters (total)","Saskatchewan","1","All hunters","1996","5525","239"
"SUTODU","Successful ducks hunters (total)","Saskatchewan","2","All hunters","1996","2399","162"
"SUTODU","Successful ducks hunters (total)","Saskatchewan","3","All hunters","1996","6979","281"
"SUTODU","Successful ducks hunters (total)","Yukon Territory","1","All hunters","1996","99","17"
"SUTODU","Successful ducks hunters (total)","Alberta","1","All hunters","1997","6849","217"
"SUTODU","Successful ducks hunters (total)","Alberta","2","All hunters","1997","9854","268"
"SUTODU","Successful ducks hunters (total)","British Columbia","1","All hunters","1997","2321","185"
"SUTODU","Successful ducks hunters (total)","British Columbia","2","All hunters","1997","2559","133"
"SUTODU","Successful ducks hunters (total)","Manitoba","1","All hunters","1997","9986","287"
"SUTODU","Successful ducks hunters (total)","Manitoba","2","All hunters","1997","3472","159"
"SUTODU","Successful ducks hunters (total)","New Brunswick","1","All hunters","1997","3395","241"
"SUTODU","Successful ducks hunters (total)","New Brunswick","2","All hunters","1997","1694","186"
"SUTODU","Successful ducks hunters (total)","Newfoundland and Labrador","1","All hunters","1997","6034","274"
"SUTODU","Successful ducks hunters (total)","Newfoundland and Labrador","2","All hunters","1997","782","86"
"SUTODU","Successful ducks hunters (total)","Nova Scotia","1","All hunters","1997","2978","161"
"SUTODU","Successful ducks hunters (total)","Nova Scotia","2","All hunters","1997","1841","142"
"SUTODU","Successful ducks hunters (total)","Northwest Territories","1","All hunters","1997","141","17"
"SUTODU","Successful ducks hunters (total)","Ontario","1","All hunters","1997","12173","386"
"SUTODU","Successful ducks hunters (total)","Ontario","2","All hunters","1997","22600","491"
"SUTODU","Successful ducks hunters (total)","Ontario","3","All hunters","1997","5424","203"
"SUTODU","Successful ducks hunters (total)","Prince Edward Island","1","All hunters","1997","2015","167"
"SUTODU","Successful ducks hunters (total)","Quebec","1","All hunters","1997","14739","382"
"SUTODU","Successful ducks hunters (total)","Quebec","2","All hunters","1997","5112","215"
"SUTODU","Successful ducks hunters (total)","Saskatchewan","1","All hunters","1997","5499","230"
"SUTODU","Successful ducks hunters (total)","Saskatchewan","2","All hunters","1997","2603","157"
"SUTODU","Successful ducks hunters (total)","Saskatchewan","3","All hunters","1997","6913","240"
"SUTODU","Successful ducks hunters (total)","Yukon Territory","1","All hunters","1997","64","13"
"SUTODU","Successful ducks hunters (total)","Alberta","1","All hunters","1998","5666","198"
"SUTODU","Successful ducks hunters (total)","Alberta","2","All hunters","1998","8008","251"
"SUTODU","Successful ducks hunters (total)","British Columbia","1","All hunters","1998","2474","167"
"SUTODU","Successful ducks hunters (total)","British Columbia","2","All hunters","1998","2852","165"
"SUTODU","Successful ducks hunters (total)","Manitoba","1","All hunters","1998","9861","275"
"SUTODU","Successful ducks hunters (total)","Manitoba","2","All hunters","1998","3283","154"
"SUTODU","Successful ducks hunters (total)","New Brunswick","1","All hunters","1998","3869","206"
"SUTODU","Successful ducks hunters (total)","New Brunswick","2","All hunters","1998","1436","174"
"SUTODU","Successful ducks hunters (total)","Newfoundland and Labrador","1","All hunters","1998","5550","253"
"SUTODU","Successful ducks hunters (total)","Newfoundland and Labrador","2","All hunters","1998","845","98"
"SUTODU","Successful ducks hunters (total)","Nova Scotia","1","All hunters","1998","3051","160"
"SUTODU","Successful ducks hunters (total)","Nova Scotia","2","All hunters","1998","1859","138"
"SUTODU","Successful ducks hunters (total)","Northwest Territories","1","All hunters","1998","142","18"
"SUTODU","Successful ducks hunters (total)","Ontario","1","All hunters","1998","10171","354"
"SUTODU","Successful ducks hunters (total)","Ontario","2","All hunters","1998","21485","484"
"SUTODU","Successful ducks hunters (total)","Ontario","3","All hunters","1998","5655","204"
"SUTODU","Successful ducks hunters (total)","Prince Edward Island","1","All hunters","1998","1589","153"
"SUTODU","Successful ducks hunters (total)","Quebec","1","All hunters","1998","14540","356"
"SUTODU","Successful ducks hunters (total)","Quebec","2","All hunters","1998","4895","204"
"SUTODU","Successful ducks hunters (total)","Saskatchewan","1","All hunters","1998","5258","243"
"SUTODU","Successful ducks hunters (total)","Saskatchewan","2","All hunters","1998","2810","164"
"SUTODU","Successful ducks hunters (total)","Saskatchewan","3","All hunters","1998","8375","266"
"SUTODU","Successful ducks hunters (total)","Yukon Territory","1","All hunters","1998","97","16"
"SUTODU","Successful ducks hunters (total)","Alberta","1","All hunters","1999","5971","193"
"SUTODU","Successful ducks hunters (total)","Alberta","2","All hunters","1999","7250","230"
"SUTODU","Successful ducks hunters (total)","British Columbia","1","All hunters","1999","2003","149"
"SUTODU","Successful ducks hunters (total)","British Columbia","2","All hunters","1999","2428","143"
"SUTODU","Successful ducks hunters (total)","Manitoba","1","All hunters","1999","9261","261"
"SUTODU","Successful ducks hunters (total)","Manitoba","2","All hunters","1999","2810","125"
"SUTODU","Successful ducks hunters (total)","New Brunswick","1","All hunters","1999","3090","193"
"SUTODU","Successful ducks hunters (total)","New Brunswick","2","All hunters","1999","1441","144"
"SUTODU","Successful ducks hunters (total)","Newfoundland and Labrador","1","All hunters","1999","5408","248"
"SUTODU","Successful ducks hunters (total)","Newfoundland and Labrador","2","All hunters","1999","861","86"
"SUTODU","Successful ducks hunters (total)","Nova Scotia","1","All hunters","1999","2949","155"
"SUTODU","Successful ducks hunters (total)","Nova Scotia","2","All hunters","1999","1515","144"
"SUTODU","Successful ducks hunters (total)","Northwest Territories","1","All hunters","1999","107","25"
"SUTODU","Successful ducks hunters (total)","Ontario","1","All hunters","1999","9914","332"
